,product_id,product_parent,product_title,vine,verified_purchase,review_headline,review_body,review_date,marketplace_id,product_category_id,label
80,3190016577,186874190,bon livre.,N,Y,Em Ubungsgrammatik Deutsch Als Fremdsprache,"bien pour les gens qui veulent progresser et apprendre l' allemand, c'est  du niveau b1 au b2 pour un  prix correcte!",2013-02-25,2,0,False
81,B00873GRU4,721926847,Wool (Wool Trilogy Series Book 1),N,Y,Loved the strong character's working for the greater good,"Great book, exciting plot & even better characters it's one of those books which stimulates thoughts and questions such as is it better to be happy with no knowledge ? Or find out the truth and risk everything ?",2014-12-16,1,4,False
100,B0016CP1Q4,796201262,Copperhead Road,N,Y,Five Stars,Good live cd,2015-03-15,1,6,False
119,B0065GC0BA,910900154,Me Before You,N,Y,Me before you,I have never read a book so fast. I couldn't put it down. I cried big tears at the end.,2013-02-14,1,4,False
130,B000ARFNNM,666588572,Pretty Woman (15th Anniversary Special Edition) [Import anglais],N,N,,"En référence à l'expo sur Fernand Pelez, je mentionne les humbles qui apportent tout le sel à cette nouvelle histoire de Cendrillon. Que ce soit l'amie prostituée, le liftier, le chauffeur, etc. chacun prend fait et cause pour l'héroïne malgré (ou à cause de) son aspect Gazelle perdue au milieu des lions. Julia Roberts, qui semble gaspiller son âme et son temps sur les trottoirs de Los Angeles, fait mieux que défendre son rôle, elle l'incarne prodigieusement avec ses yeux (la scène \\""je n'embrasse pas\\""), son rire (la scène du collier!), ses larmes (la scène de l'opéra !), son corps (sa posture lorsqu'elle s'appuie contre le mur de l'hôtel !). Ce qui explique que beaucoup de ces scènes sont devenues cultes. Outre le talent des acteurs (des premiers aux seconds rôles), la qualité du scénario donne une belle épaisseur humaine et psychologique à des situations qui rappellent les clichés du cinéma hollywoodien. Ce qui ne gâche rien, il y a un bonus (commentaire critique du film par le réalisateur) qui vaut le détour.",2009-12-02,2,3,False
134,B00J2RVHO0,591539523,The Walking Dead - Season 4 [DVD] [2014],N,N,Five Stars,&#34;Look at the flowers&#34;,2014-10-04,1,3,False
137,B00CKJ2KK2,904569968,Blitz Brigade: Online-FPS-Spaß,N,Y,l&auml;st sich zwar inszallieren aber auch nicht mehr.,"Ich konnte das Spiel installieren und auch laden aber wenn das Spiel startet und ich den Spielernamen eingeben soll komm ich net weiter. Jedes mal wenn ich den Namen eingebe und es best&auml;tigte wird er wieder gel&ouml;scht. Benutze das Kindel Fire HD 7. Hab mich auf das Spiel gefreut und dann der Rotz hier, hab das Gab auch neugestartet aber es bringt nichts. Bin echt frustriert.",2014-05-11,0,1,False
151,0385484518,725864791,Do your self a favor....read this book.,N,N,"Tuesdays with Morrie: An Old Man, A Young Man and Life's Greatest Lesson","This book was given to me by my 24 year old son, &quot;Mom, you've got to read this&quot; What a blessing, not only this outstanding, wonderful book, but the knowledge that my &quot;youngest&quot; child has such a great  ability to judge that it was so special. It once again made me think of the  important things in LIFE. Don't be fooled by it's small size, it's packs an  incredible punch. I Loved it! &amp; Have passed it around to all my  friends.",2000-05-31,0,0,False
153,B003TSE8K8,959905089,Charlie and the Chocolate Factory (Charlie Bucket Series),N,Y,5 stars,One of the best dahl books<br />Even I love re visiting it.<br />The kids love it and the kindle has made storing all their favorites easier,2014-02-08,1,4,False
162,B00AFBJJVU,806256911,Clochette et le Secret des Fées,N,Y,clochette,tres beau dvd des dernieres aventures de la fee clochette et sa soeur les enfants et les adultes adorent .,2013-11-15,2,3,False
167,B000H0MK2O,725072117,Cars,N,N,Un très bon moment,"Ce film est bourré de positivité, les scènes s'enchainent joyeusement. C'est très coloré. Si vous avez un coup de mou ce film va vous remonter. Et même c'est très chouette pour passer une soirée. En tout cas je ne sais pas ce que vaut cars 2 mais je compte bien l'acheter. Je ne dis pas grand chose sur l'histoire qui est en gros une histoire d'amitié et de fidélité dans la compétition. Je vous le conseille. J'ai adoré.",2011-09-15,0,3,False
181,B006OCM0G0,617252870,Restaurant Story,N,Y,great,"Very addictive once you get going,make sure you set up a storm 8 I'D and add as many people as you can. Best free game so far",2013-02-13,1,1,True
212,B00009QI6Z,193827947,Le Mans,N,N,LE film sur le Mans,"Toujours pas de film digne de ce nom sur le tour de France,le rally auto,le foot,etc.......pourtant,ily a quelques dizaines d'années,le film culte sur une course non moin culte apparaissait sur le grand écran avec Steve Mc Queen.Lui qui ne savais avant le tournage s'il ne serait que\\""simple\\""acteur de cinéma ou pilote réel de la course de 24 heures.<BR> A voir absolument.Et pour rendre le film encore plus culte(decidement),une bagare finale entre Porsches et Ferrari.Culte quand tu nous tiens...........WROUAWWWWWWWWW",2003-10-09,2,3,True
222,B00CSQOS20,515350389,Der große Gatsby,N,Y,Überragend,Grándiớsé scháúspiélérisché Léistúng állér Bétéiligtén. Dié blánké Dékádénz kớmmt áns Licht. Hérvớrrágéndér Film. Ábsớlút séhéns únd émpféhlénswért. Di Cápriớ in Höchstfớrm,2014-01-16,0,3,False
225,B001BKVWYG,588798417,Cold Fact,N,N,...Searching For Sugar Man... - Cold Fact by RODRIGUEZ (2008 Light In The Attic CD Remaster),"Sometimes in a lifetime of scouring through racks for musical thrills - you stumble on something just a little bit special that it seems no one has noticed (including myself). Back in the Nineties when I was upstairs in the grotty and cramped Cheapo Cheapo Records in London's Rupert Street on one of my twice-weekly forages - Vincent who worked that floor would stand behind his tiny counter space and smile because he knew I always spent money and would take chances.<br /><br />So there I am - flicking through manky reused plastics - once again raiding the soundtrack section to add to my 40 or so John Barry vinyl albums. And if the mood took me (and it always did) - I'd then move over and mosey through the nearby Easy Listening Section where Phil Cording (the cantankerous old geezer who owned the place and worked downstairs) would lump all sorts - Labi Siffre, Nick Jameson (of Foghat) and Rodriguez. I'd see the sleeve of what Phil clearly thought was some Jose Feliciano lookalike and think naught of it. \\""Cold Fact\\"" would in fact sit there for months on end at £2.50 - and no one but no one would pay any attention to it all (even the Soul Boys who would be scouring the basement area for Kent compilations on Ace Records). But then years later came the American reissue label Light in The Attic Records quickly followed by the sensational 2012 movie \\""Searching For Sugar Man\\"" (see separate review for the BLU RAY) and Rodriguez LPs stopped being sold for £2.50 'real fast'...<br /><br />Back in the 2000's \\""Light In The Attic\\"" was a relatively unknown reissue label in the mainstream - but their quality was on par with Bear Family and Ace Records - names that speak volumes to collectors all over the world. LITA had put out both Rodriguez albums onto CD - \\""Cold Fact\\"" (1970) and  \\""Coming From Reality\\"" (1971) - in 2008 and 2009 - way in advance of the movie. While they raised eyebrows with their musical quality and sumptuous presentations (for a relative unknown) - the film busted the music open like a floodgate.<br /><br />Sixto Diaz Rodriguez (pronounced Sees-Toe) was born in Detroit, Michigan in 1942 to recently emigrated Mexican parents. From the early to late Sixties - Motown had put the Motor City on the musical map - so emerging singer-songwriters cut their teeth in bars and cafes, soaked up the campus and street politics and hoped to get noticed. After an early 7\\"" single in 1967 on Impact that folded without trace - enter Producer Dennis Coffey and Sussex Records (home of Bill Withers). Sixto's debut American album \\""Cold Fact\\"" was released March 1970 on Sussex SXBS 7000 - followed the next year by \\""Coming From Reality\\"" in November 1971 on Sussex SXBS 7012. But despite their musical quality - few noticed locally. Legend in fact has it that \\""Coming From Reality\\"" sold less than 20 copies. But let's get to the album in question - \\""Cold Fact\\"" - reissued August 2008 in the USA on Light In The Attic Records LITA 036 (Barcode 826853003629) it's laid out as follows:<br /><br />1. Sugar Man [Side 1]<br />2. Only Good For Conversation<br />3. Crucify Your Mind<br />4. This Is Not A Song, It's An Outburst: Or, The Establishment Blues<br />5. Hate Street Dialogue<br />6. Forget It<br />7. Inner City Blues [Side 2]<br />8. I Wonder<br />9. Like Janis<br />10. Gommorah (A Nursery Rhyme)<br />11. Rich Folks Hoax<br />12. Jane S. Piddy<br /><br />Opening with acoustic chords and clever Mike Theodore keyboard jabs - \\""Sugar Man\\"" talks of \\""silver magic ships\\"" bringing \\""colours to my dreams...\\"" and as his voice fades out in a deathly echo - the drug references are no longer cool. It then goes all Psych Rock in the fuzzed-up \\""Only Good For Conversation\\"" (doesn't really suit him) but things so stratospheric for me in the gorgeous \\""Crucify Your Mind\\"" - a track I'm always playing. It has a brill melody - clever vibes after each set of lines and a fabulous brass backing that makes it feel like Jose Feliciano doing Soul.<br /><br />\\""The Establishment Blues\\"" struck a chord with kids in South Africa because of its lyrics - words like \\""I opened the window to listen to the news...but all I heard was the Establishment Blues...\\"" The same applied to the superb Side 2 opener \\""Inner City Blues\\"" where Rodriguez echoed their young yet restricted existence - \\""papa don't allow no new ideas around here...\\"" The bass and guitars are harshly separated on \\""I Wonder\\"" but it doesn't stop it from a being a great song - and when the organ kicks in as he sings, \\""I wonder does hatred ever end...\\"" - it sounds like \\""Blonde On Blonde\\"" Dylan - Sixto making social comments that are astute and matter. \\""Like Janis\\"" feels like Dylan circa \\""New Morning\\"" where he sings, \\""I know you're lonely...\\"" Both it and \\""Gommorah\\"" are very hissy - but the tunes feature slick guitar playing and \\""Gomorrah\\"" some ill-advised kiddies singing. The album's other great song \\""Rich Folks Hoax\\"" slams greed in all kinds of high places - \\""the priest is preaching from a shallow grave...\\"" and some music industry type \\""don't tell me your recipes for my happiness...\\"" It ends on the attacking \\""Jane P. Diddy\\"" where he accuses someone of being \\""pimp and paint\\"" - nice.<br /><br />The \\""Coming From Reality\\"" album that followed \\""Cold fact\\"" (on Light In The Attic LITA 038) has \\""I Think Of You\\"" - as lovely a melody as you've ever heard. The album finisher \\""Cause\\"" has stunning lyrics - \\""Cause I lost my job two weeks before Christmas...\\"" The CD reissue even has three tracks from his aborted 3rd album - \\""Can't Get Away\\"" showing how well his songwriting had progressed. After them make a beeline to the wonderful \\""Searching For Sugar Man\\"" BLU RAY to get the full story.<br /><br />A forgotten classic - now no longer forgotten - because people cared enough to see it resurrected. Nice to know minor miracles like that can still happen...<br /><br />PS: this review is dedicated to Phil Cording and his Staff - Vincent and Jack. Phil sadly passed away a few years back...RIP and thanks for all the records...dow to listen to the news...but all I heard was the Establishment Blues...\\"" The same applied to the superb Side 2 opener \\""Inner City Blues\\"" where Rodriguez echoed their young yet restricted existence - \\""papa don't allow no new ideas around here...\\"" The bass and guitars are harshly separated on \\""I Wonder\\"" but it doesn't stop it from a being a great song - and when the organ kicks in as he sings, \\""I wonder does hatred ever end...\\"" - it sounds like \\""Blonde On Blonde\\"" Dylan - Sixto making social comments that are astute and matter. \\""Like Janis\\"" feels like Dylan circa \\""New Morning\\"" where he sings, \\""I know you're lonely...\\"" Both it and \\""Gommorah\\"" are very hissy - but the tunes feature slick guitar playing and \\""Gomorrah\\"" some ill-advised kiddies singing. The album's other great song \\""Rich Folks Hoax\\"" slams greed in all kinds of high places - \\""the priest is preaching from a shallow grave...\\"" and some music industry type \\""don't tell me your recipes for my happiness...\\"" It ends on the attacking \\""Jane P. Diddy\\"" where he accuses someone of being \\""pimp and paint\\"" - nice.    The \\""Coming From Reality\\"" album that followed \\""Cold fact\\"" (on Light In The Attic LITA 038) has \\""I Think Of You\\"" - as lovely a melody as you've ever heard. The album finisher \\""Cause\\"" has stunning lyrics - \\""Cause I lost my job two weeks before Christmas...\\"" The CD reissue even has three tracks from his aborted 3rd album - \\""Can't Get Away\\"" showing how well his songwriting had progressed. After them make a beeline to the wonderful \\""Searching For Sugar Man\\"" BLU RAY to get the full story.    A forgotten classic - now no longer forgotten - because people cared enough to see it resurrected. Nice to know minor miracles like that can still happen...    PS: this review is dedicated to Phil Cording and his Staff - Vincent and Jack. Phil sadly passed away a few years back...RIP and thanks for all the records...",2014-11-28,1,6,True
231,B005J0VPNC,810871632,Paper Camera,N,Y,Tolle Filter,"Die Filter der Paper Camera sind toll und verleiten zum spielen. So kann man auch bei nicht so tollen Fotos noch etwas &#34;kreatives&#34; daraus machen. Was das Verhalten der App auf nicht Kindle-Geräten betrifft kann ich nur sagen: nervig, aber natürlich auch verständlich. Und da ich die App geschenkt bekommen habe will ich auch nicht lange nörgeln.",2013-09-06,0,1,False
243,B0001ZWQWE,198816259,Was das Herz begehrt,N,N,Zum Lachen und Weinen!!!,"Abgesehen davon das ich schon seit Jahren ein Diane Keaton-Fan bin, ist dieser Film der Wahnsinn! Diane Keaton und Jack Nicholson sind gemeinsam einfach Unschlagbar!",2008-02-29,0,3,True
263,B00004WZFK,230525282,Star Trek VIII: Premier contact (Star Trek: First Contact),N,N,ENGAGE !,"Sans doute le meilleurs film STAR TREK aujourd'hui ! Plein d'action,de suspens,avec des effets extraordinaires! Les borgs y sont plus menaçant que jamais.    Les prestations de Patrick Stewart;Brent Spiner; Alice Krige et James Cromwell sont magnifiques.    Pour les fans de STAR TREK, c'est un MUST, pour les autres, c'est un super film de science fiction !",2001-01-04,2,3,True
268,B000003TAB,944245523,Incesticide,N,N,,"Cet album n'est sans doute pas le meilleur du groupe. Il n'est pas mauvais, mais ne vaut pas certains autres. Sans doute est-ce une question de goût de ma part.",2010-02-15,2,6,False
276,B001NN413A,267370792,Merlin - Complete Series 1 Box Set [DVD],N,Y,great,"Jus as good as the real series, a great gift for your self or a friend good delivery service, well done",2014-05-08,1,3,False
285,B005K2YRVG,582370833,"Timbuk2 Envelope Kindle Sleeve [nur geeignet für Kindle Paperwhite, Kindle (5. Generation), Kindle Touch (4. Generation), Kindle (7. Generation)]",N,Y,Super,"Die Hülle ist sehr gut, stabil und praktisch. Vor allen Dingen \\""Katzen sicher\\""! Es ist auch schmutzabweisend und das Material stinkt nicht. Also sehr zu empfehlen.",2012-04-21,0,5,False
289,0802130208,161411385,A Confederacy of Dunces (Evergreen Book),N,N,A &quot;Must Read&quot; book for all Americans,Ớné ớf thé fúnniést ánd mớst créátivé bớớks I'vé évér réád.  I'vé nớw signéd úp tớ jớin thé &qúớt;Crúsádé Fớr Mớớrish Dignity.&qúớt;  Á múst réád!,1999-08-08,0,0,False
329,B005EVVPTU,920681451,Génial !,N,Y,Live At Wembley Stadium - Edition 25ème Anniversaire (2 DVD) [Édition 25ème Anniversaire],"On m'en avait parler; et bien je suis quand même resté scotché sur mon fauteuil. Main bon dieu, quel dommage que ce type soit mort si tôt !!!",2013-07-05,0,3,False
330,B004SKHJF2,607102684,Shazam Encore,N,Y,Preis-Leistung nicht ok,"Die Free Version reicht vollkommen aus. Habe die Pro Version von Amazon kostenlos installieren können, jedoch gleich wieder auf die Free Version im Google App Store gewechselt, da die Versionen zu weit auseinander lagen (veraltete Version im Amazon App Store).",2015-05-22,0,1,False
335,B00E6OQL68,713096141,Aventine,N,Y,Très bon mais assez similaire au précédent,"Pour qui a aimé le premier, vous pouvez y aller les yeux fermés.<br />Sachant qu'il est assez proche niveau musique.<br />Mais bon, moi, je sis archi fan.<br />Tous les morceaux sont intéressants.<br /><br />Amazon permet de le télécharger en mp3 sans supplément : intéressant !",2013-12-01,0,6,False
351,B00008AJLB,674524831,The Razor's Edge - Edition digipack remasteriséé (inclus lien interactif vers le site AC/DC),N,N,dantesque !!!,"AC/DC EST LE PLUS GRAND GROUPE DE HARD ROCK DU MONDE!!! Cet album en est la plus parfaite illustration.Un son fabuleux et puissant. Brian Johnson  la voix parfaite pour ce genre de musique (puissante t eraillée à souhait, on ne presente plus Angus Young (quel guitariste, il connait son sujet sur le bout des doigts ou des cordes comme vous voudrez !!!) Et le reste des musiciens c'est du même acabit.",2009-02-03,2,6,True
365,B008D30K7E,122923011,Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,N,Y,Could not put this one down!,"A very enjoyable read, giggled throughout and didn't want it to end.<br />Highly recommended to anyone looking for a most pleasant way of passing a few hours.<br />The challenge is on now to find a comparable read!",2013-11-04,1,4,True
375,B000176MS6,656011534,Terminator,N,Y,&Auml;rgerlich,"Éndlich, hátté ich gédácht, gibt és áúch dén érstén Términátớr zú éiném vérn&úúml;nftigén Préis.<br />Béi n&áúml;hérém Hinséhén hábé ich bémérkt, dáss dér Film áúf diésér DVD núr in dér déútschén Vérsiớn éntháltén ist. Ná já, kánn mán gérádé nớch hinnéhmén.<br />Béim Ánséhén kám ábér dié grớssé Érn&úúml;chtérúng, únd ich hábé nách 10 Minútén ábgédréht únd dié DVD in dén M&úúml;ll géwớrfén.<br />Wér dén Film sớ wié ich, schớn méhrmáls in dér Ớriginálvérsiớn géséhén hát, kánn sich &úúml;bér diésé vérst&úúml;mmélté Fássúng núr &áúml;rgérn. Állés, wás núr im Éntférntéstén nách Géwált áússiéht wúrdé héráúsgéschnittén. Éigéntlich vérdiént dér Film jétzt éiné Áltérsfréigábé áb 6.",2004-07-30,0,3,True
377,B008AHU9I8,320061877,E.T. - Der Außerirdische [Limited Edition mit Raumschiff] (Steelbook) [Blu-ray],N,N,"Ich bin Sámmlér, dớch hiér wird éiné Grénzé &úúml;bérschrittén...","Kúrz érklärt wér hiér Schréibt:    Ich hábé éinén Términátớr-Schädél, éinén \\""Plánét dér Áffén\\""-Kớpf, éiné Éntérprisé únd éinigé Dútzénd ándérér Spéciál-Éditiớns.  Ábér áúch ich séhé hiér éin Prớblém.    Wớ ist dás Préis-Léistúngs-Vérhältnis? Dás ist núr 1 Film ! Stár Trék TNG Kớmmt für 70,- ÉÚR prớ Stáffél áúf Blú-Ráy, dá wúrdé dás Éqúiválént vớn 10 Filmén kớmplétt réstáúriért únd übérárbéitét, hätté Párámớúnt dás gánzé in éiné Plástik-Éntérprisé Páckén sớllén únd dáfür 1000,- ÉÚR Vérlángén ?    Hállớ Únivérsál únd Ámázớn!  Úntér fớlgéndén Bédingúngén ist dér Préis ỚK:    1. Dás Ráúmschiff ist vớn Stévén Spiélbérg Hándsigniért, ớdér zúmindést vớn Dréw Bárrymớré.  2. Ớdér dás Ráúmschiff kánn férngéstéúért fliégén.    Ich hớffé dér Préis führt zúm Bớykớtt, diésé Préispớlitik dárf sich, méinér Ánsicht nách, nicht dúrchsétzén.  [...]    P.S.: Dér Film ist grớßártig :-)",2012-07-21,0,3,True
388,B0010ZODLQ,94452694,Invasion,N,N,viel besser als die Kritiker meinen,"Wir fanden den Film durchaus gelungen und überaus spannend.  Nicole Kidman hat gut gespielt. Eigentlich wollten wir den Film nicht schauen, da Kritiker, die wir sehr schätzen den Daumen nach unten hatten.  Aber für uns war das ein gelungener Fernsehnachmittag. Wir sind eine Familie Vater 48, Mutter 44 und Sohn 14.",2008-06-14,0,3,True
390,B005FFS6EM,604172340,New Blood Live In London [Edition Deluxe] [(deluxe edition) (+DVD+2CD)],N,Y,"Belle pi&egrave;ce, tr&egrave;s bel album","Mettre en symphonique des titres pop peut être facile : je remplace la guitare par un violon, et roule l'entourloupe. Mais l&agrave;, Mr Gabriel se la joue a la Sheller : r&eacute;elle r&eacute;orchestration des morceaux, une voix de Peter fabuleuse. Pi&egrave;ce a avoir pour tout les fans sans aucune discussion possible. Le Blu Ray en DTS HD a une puissance de son extraordinaire, l'image n'est pas toujours parfaite, mais franchement, c'est pas grave.",2011-12-24,2,3,True
411,B00004CZSD,250103834,Persuasion (BBC) [Import anglais],N,N,Un séjour à Bath...,Les fans de Jane Austen comprendront... Bath revient sans cesse dans son oeuvre. Et vous y voilà enfin! J'ai retrouvé dans le film la société décrite avec humour par l'auteur. Le bon sens et la douceur d'Anne tranche tout particulièrement parmi les autres caractères que je vous laisse découvrir. <br />Pour les amateurs: une toute nouvelle version est en phase de production! Je l'attends avec impatience.,2007-01-21,2,3,True
414,B004BSFC46,724965575,Tomy Lamaze High Contrast Wrist Rattles,N,Y,Génial!,"Offert pour la naissance de ma nièce, cet article a fait un super effet, ça change vraiment de ce qu'on trouve habituellement!",2014-10-05,2,21,False
430,B0015UVVN4,885230877,Bienvenue chez les Ch'tis - Edition preCH'TIge 2 DVD,N,Y,Quelques heures de rire pur et simple,"Ca faisait bien longtemps que nous n'avions pas eu un si bon film en France. Découverte du dialecte du Nord et jeux de mots garantis, de quoi entretenir les zigomatiques !",2009-02-22,2,3,True
434,B000P5FD34,164798451,Little Miss Sunshine,N,Y,"Süß, aber seicht","Süß, wirklich süß, und herzensgut. Aber der Film ist nicht so gut gealtert. Irgendwie merkt man ihm die frühen Zweitausender an, auch wegen der hintergründigen George-W-Bush-Stimmung. Aber schön zu gucken, so mit der Familie.",2015-05-27,0,3,False
452,B0050ID9E6,678332854,Thor (+ DVD) [Blu-ray],N,Y,!?!?!,Wás sớll ich dázú schréibén?<br />Géhört hált zú méinér Sámmlúng ;-)<br /><br />Ist né Blúé-ráy Disk.Bild únd Tớn nátürlich Tớp.<br />Káúfén wénn és éiném géfällt.,2013-07-05,0,3,False
472,B00IKN02N4,803981632,Le hobbit 2 : la désolation de smaug [Blu-ray],N,Y,Super d&eacute;c&egrave;ption,"Je reste sans voix vu la qualité du coffret: Boitier plastique banal, pas de version longue.  On penserait a une blague mais non vu le prix.  En gros super film de base en 3D dans un coffret de m***",2014-05-16,0,3,True
474,B00U9PLAK0,254488062,Outlander - Season 1 Vol.1 (Collector's Box-Set (2 Discs)) [Blu-ray] [Limited Edition],N,Y,Na ja,"Álsớ zú dér Sérié ság ich jétzt nicht, dié hát mir géfállén.<br /><br />Ábér wás ich écht únvérschämt findé, ist dás diésé &#34;BỚX&#34; núr dié érstén Épisớdén énthält únd nicht dié gánzé Stáffél. Dás hätté mán áúch déútlich schréibén könnén. Ich bin écht máßlớs énttäúscht dás dié Léúté hiér sớ ábgézớgén wérdén, éin Skándál.",2015-08-14,0,3,True
487,B009XEE0DW,596037688,Monkey Me,N,N,Super,"Très bon CD. Que dire de plus. Soit on aime Mylène soit on ne l'aime pas, et moi je l'adore ! Ce CD est du pur Mylène Farmer avec de la bonne musique, comme toujours. Que du bonheur...",2013-02-23,2,6,True
490,B00004R73L,710478346,Trainspotting,N,N,JE L'AVAIS VU A SA SORTIE,"cela m'a rappel&eacute; les enquêtes de l'Inspecteur R&eacute;bus...Drôle, dur, glauque...Il faut entendre Ewan Mc Gregor &agrave; Michael Parkinson expliquer comment un junkie leur a montr&eacute; de façon tr&egrave;s professeoral comment pr&eacute;parer et injecter de l'h&eacute;r&ouml;ine. C'est moche et &agrave; mourir de rire",2012-10-08,2,3,True
523,B005D9B26E,708700948,Quadrophenia - Édition Limitée Super Deluxe (4 CD + DVD + Vinyle),N,Y,coffret enfin pour un des meilleurs who...,"A contrario de la critique précédente, il me semble que la réedition de ce chef d'oeuvre est méritée... Autant le gros coffret \\""live at leeds\\"" n'était qu'une arnaque, puisqu'un concert à Hull ne contenait pas la piste originale de cette soirée de john entwistle, pour cause d'incident technique....Autant ce double cd contient les morceaux remastérisés, et aussi des démos vraiment intéressantes... Ajoutez-y le dvd musical des principaux morceaux de quadrophenia, vous saisissez enfin toute la force de cet album maudit, à cause d'une production déficiente. Le livret est superbe,luxueux , avec photos, meme si il faut comprendre l'anglais de pete.  On trouve également la reproduction du 45t de 15:15  +the water et des facs similés de notes écrites par pete townshend. bien sur, le prix est excessif, mais pour ma part ce genre de coffret concerne des fans de cet album, dont je fais parti!! Bien meilleur que TOMMY, plus abouti, plus réfléchi, ce disque méritait un écrin de cette valeur! On peut toujours regretter que, par exemple,le tres bon film tiré du disque soit absent... Le livret indique qu'un Blue-Ray ne devrait pas tarder... Pour lire enfin cette oeuvre avec un son optimal! Je conseille donc ce coffret à un  amateur qui possede déja l'album et ne regrettera pas d'investir une somme conséquente pour écouter cette oeuvre + les démos dans les meilleures conditions , et saisir la finesse et le génie d'un compositeur et d'un groupe inoubliables...",2011-12-02,2,6,True
527,B00FWYFX6U,516395475,Dandelions Le Jeu,N,Y,Sympathique,"Sans doute avec l'image de pr&eacute;sentation j'en attendais trop et j'ai fonc &eacute;t&eacute; d&eacute;&ccedil;u, graphiquement le jeu est plus basique que r&eacute;ellement stylis&eacute; comme le mentionne certains commentaires.<br />Et certe les niveaux s'enchaine sans que l'on voit r&eacute;ellement le temps pass&eacute; jusqu'au moment o&ugrave; on a trop vu ces petits ronds.<br />Le jeu est certe un petit casse t&ecirc;te sympa et qui ne copie pas une &eacute;ni&egrave;me fois les concurrents.<br />Mais certains &eacute;l&eacute;ments aurait p&ucirc;t &ecirc;tre peaufin&eacute;.",2014-08-19,2,1,True
533,B0029LHW68,797436586,This Is War,N,Y,,"que la fin de la 12 qui est désagréable, je ne comprend pas l'intérêt que ce son dure aussi longtemps.",2013-09-19,0,6,False
554,B008JGSM6G,345007076,Flow Free,N,Y,super petit jeu !,Toute la famille adore ce jeu de reflexion et de logique. Pas besoin de comprendre l'anglais pour s'amuser seul ou chacun a son tour.,2013-01-01,2,1,False
555,B002LC2DQ4,911598248,Olympus Carte xD Picture M+ Carte mémoire 2 Go,N,Y,CARTE,"Après quelques jours d'utilisation, la carte n'est plus utilisable. L'appareil photo ne la reconnait plus et veut la formater.<br />Photos perdues !",2014-12-19,2,23,False
