,product_id,product_parent,product_title,vine,verified_purchase,review_headline,review_body,review_date,marketplace_id,product_category_id,label
60,B00005RDPX,481781869,Windtalkers [DVD] [2002],N,Y,Five Stars,NICE DVD,2014-09-29,1,3,False
71,B004GJDQT8,36653526,Amazon Underground,N,Y,poor,"Worked fine when on android 4.1.2 but now refuses to install on 4.2.2, so get it sorted Amazon, because this will put people off...",2013-07-02,0,1,True
88,B00AW9MB4W,113810823,Ender's Game [Blu-ray],N,Y,A much better movie than I expected it to be.,"I knew nothing about this until I saw it. I didn't know that it was based on a well-known, well-loved novel (I'd been in a cave, obviously). And I guess the only reason I didn't come to it sooner was my initial impression of this as a children's film. The advertising and the packaging design certainly give you that impression. But the movie has a lot more meat on its bones than some its cast members do. It makes a serious point or two. The question is, can the making of that point be taken seriously if we are asked to believe that the defence of the human race is down to a bunch of kids. Well, in reality, in any war, often it is men not much older than boys who do the fighting. And in certain parts of the world, wars are quite literally fought by children. In the 'West' we have the luxury of raising children with dolls houses and Disneyland. In parts of Africa, little boys walk the streets with Kalishnikovs. So maybe the central premise of this movie isn't as bogas as it may at first seem. In any event, the special effects are second to none, the adult performers lend a lot of weight to it. And yes, there is a point to be made. If you can just suspend disbelief in the idea of children as warriors, then you are in for a movie much better than you probably expected.",2015-08-23,1,3,False
109,B00004VYMT,429439461,,N,N,Heat,"Quand 2 colosses new yorkais du cin&eacute;ma se rencontrent &agrave; Los Angeles cela donne \\""HEAT\\""<br />Ce film est tout simplement une perle, un bijou, un des meilleurs opus que le 7&egrave; art ait eu &agrave; compter dans ses rangs. je l'ai vu au cin&eacute;ma 4 fois en 1995, et je l'ai visionn&eacute; et revisionn&eacute; a lot of times. Un film superbe tant du point de vue de la conception que de la r&eacute;alisation. Les d&eacute;cors plus vrais que nature, l'unique fusillade dans \\""downtown LA\\"" &agrave; City bank (lieu ou je me suis rendu lors d'un voyage &agrave; Los Angeles)Michael Mann ne s'est pas surpass&eacute; il a tout simplement mis en oeuvre ce qu'il a toujours su faire(Starsky et hutch, Miami Vice, R&eacute;v&eacute;lations...). En outre il a r&eacute;uni 2 colosses du 7&egrave; art.Heat est une bombe qui a d&eacute;fray&eacute; la chronique...A ne rater sous aucun pr&eacute;texte...On ne peut pas voir ce film sans avoir un noeud dans le ventre.Poignant, au rythme haletant, des sc&egrave;nes sectaculaires, des seconds rôles parfaits, des d&eacute;cors am&eacute;ricains comme on aime &agrave; les voir...en 3 mots : allez le voir!",2002-03-29,2,1,True
111,B00KC5O5HW,67426103,Between Heartbreak and Happiness (The Between Boyfriends Series Book 3) (English Edition),N,N,Great,"I really enjoy this author's writing. A book filled with excellent characters, fun dialouge and a memorable plot.  Would highly recommend to anyone interested in this genre and give it 5/5 stars.",2015-03-26,2,4,False
118,B001BYMKRO,101257542,Mamma Mia! The Movie [DVD] [2008],N,N,Bad Language,"Sorry to be a spoilsport but I think that the film was let down by the fact that there were a couple of words in the film that I really do not want my 8 year old to hear. They were not necesssary and I think that if they had been kept out, the film would be perfectly suitable for younger children. My daughter had asked for the DVD for Christmas and when we played it on Christmas day in front of the grandparents they were shocked and disappointed. Apart from that, it is a feel-good film. Back to High School Musical for us I'm afraid.",2009-01-16,1,3,True
121,B004SBQGHS,541673691,Angry Birds (Ad-Free),N,Y,Vớllér Wérbúng,"Obwohl dies Spiel als Ad-free angepriesen wird, gibt es Werbung an jeder Ecke. Knapp jedes 3-4 beendete Level kommt ein Werbe Screen, den man wegdr&uuml;cken muss. L&ouml;sungans&auml;tze werden einem mit 0,89€ angeboten.<br />Das spiel selbst macht wirklich spass, aber es als Werbefrei anzupreisen grenzt an Betrug und sollte durch amazon unterbunden werden.",2013-08-30,3,0,True
125,B000000H57,96250911,October Rust,N,Y,Chef d'Oeuvre gothique. Monument d'émotions.,"Une des 4 pièces maîtresses du Metal Gothique avec Irreligious de MOONSPELLl, One Second de PARADISE LOST et Alternative 4 d'ANATHEMA.<br /><br />Sa puissance émotionnelle et ses mélodies traverseront les âges. Ce que j'appelle de la grande Musique.",2014-06-01,2,6,True
136,B006OMVAKW,883772272,Contagion,N,Y,lenteur ...,"Ce film n'est pas à l'attente de la publicité qu'on en fait !<br />J'ai attendu que le film démarre ... pendant tout le film ...<br /><br />Ça ne vaut pas \\""Alerte\\"" et n'arrive pas à la cheville \\""Des soldats de l'espérance\\"" !<br /><br />Pourtant l'idée de base est bonne, le casting prestigieux, mais la sauce ne prend pas ...<br />C'est un film administratif !<br />Une petite gueguerre des bureaux !<br /><br />Beaucoup de pistes dans ce film ne sont pas assez poussées ... dommage ...<br /><br />Par contre, le côté individualiste de l'être humain est super bien présenté, d'habitude dans un film pareil on aurait prôné le fait de se serrer les coudes comme étant la seule issue ... chacun pour soi, se serait la devise de ce film !",2012-04-01,2,3,True
139,B0000AGDMJ,579654184,Das Leben des David Gale,N,N,"Dás Bésté, wás ich séit lángém géséhén hábé","Dér Film hátté schớn éiné gúté Béschréibúng in dér Férnséhzéitúng. Ábér wás dánn kám, hát állé Érwártúngén übértrớffén.   Éin Film, dér éiném dén Átém stớckén lässt únd Fászinátiớn únd Fássúngslớsigkéit zúgléich im Ráúm stéhén lässt.   Úngláúblich. Diésén Film múss mán géséhén hábén.",2007-12-31,0,11,True
165,B003AM95OM,53815042,Jaquette différente,N,Y,2012 [Blu-ray],La jaquette du film n'est pas celle sur l'image il s'agit de la ville engloutie par les eaux que je trouve personnellement plus jolie ! Très bon film !,2012-07-05,2,3,False
170,B0000252BG,514416658,Aenima,N,N,anything Keenan touches turns to gold,"It's perhaps not as advanced as Lateralus but still deserves 5 stars, if you like what tool are trying to do and have more than one brain cell left after the mosh pit then buy this just after Lateralus!!!",2001-07-21,1,16,False
175,0857522310,627793267,The Girl on the Train,N,Y,Bit confusing going from one person telling the story to another but glad i did stick with it,"Dont usually read this kind of book. It can be read in small chunks, i read it before bedtime. Bit confusing going from one person telling the story to another but glad i did stick with it.",2015-07-13,0,0,False
178,B00GR5EVAC,702379648,Since I Saw You Last,N,Y,love him,um and it was a a vve this new alb<br /><br />love this new album purchased it for use on my kindle fire so I can have it with to listen to at my convenience,2013-12-14,1,12,False
190,1840238011,616430793,Superman: Red Son,N,Y,Back in the USSR,"La transposition de Superman en URSS est assez comique en fin de compte, cela me fait penser aux séries &#34;What if&#34; de chez Marvel, avec des essais scénaristiques intéressants.",2013-01-14,2,0,False
193,B0034C9CFK,824726817,Freight Train,N,N,One of the best songs I know,"I do not think that the CD is very impressive, but the song 'Freight train' is one of the best songs I have ever heard!",2010-07-29,1,6,False
200,B000O5B5FK,306020947,Fear Of A Blank Planet,N,N,!!! Amazing,"Juste un mot ici pour vanter les mérites de Fear Of A Blank Planet, le nouvel album de l'insatiable Steve Wilson et de ses troupes. <br />Je ne crois pas avoir déjà aimé un Porcupine Tree à ce point, sauf Stupid Dream, et encore sur celui-là aussi je sautais une ou deux pistes. <br />Aucun risque avec Fear Of A Blank Planet, que je trouve proprement lumineux de bout en bout! <br />On est pris dans un tourbillon hypnotique, les riffs les plus assassins surgissent parfois sans prévenir au milieu d'un océan de plaisirs auditifs, on nage avec délice et sans fatigue en apercevant au loin quelques ilôts souvenirs tels que Stupid Dream et In Absentia, le Led Zeppelin de No Quarter et le Pink Floyd d'Animals (sur My Ashes et le jamais assez long Anesthetize, où Alex Lifeson de Rush plante aussi un remarquable solo en suspension), le King Crimson de Discipline (logique puisque Robert Fripp est invité sur Way Out Of Here à nous livrer quelques uns de ces fameux cycles d'arpèges), et même le Massive Attack de 100th Window voire le Depeche Mode de Playing The Angel et le Peter Gabriel de Signal To Noise (tous trois sur Sleep Together, ultime plage du voyage). Le Pulp de This Is Hardcore m'a un moment effleuré l'esprit lui aussi, vous voyez à quel niveau on se trouve... <br />Bref Steve Wilson a réussi un vrai tour de force avec cet album en synthétisant à mon sens ce qu'il avait fait de mieux depuis le début de ses passionnantes aventures musicales : les soubresauts, l'inventivité et les profondes respirations de Porcupine Tree, mais aussi les volutes de No-Man, et l'excellence mélodique de Blackfield, écouter pour s'en convaincre le génial Sentimental qui réunit à lui seul toutes les qualités que je viens d'énoncer. <br />J'ajoute que cette réussite tient aussi dans l'à-propos confondant des autres membres de Porcupine Tree, notamment le sorcier Richard Barbieri qui réinvente ses claviers à chaque album. <br />",2007-06-22,2,6,True
206,B00JBEI7VK,845629020,God of Light HD,N,Y,relaxant,"Jeu tr&egrave;s sympa, hypnotisant. Jeu de r&eacute;flexion avec la musique qui va avec, j'aime bcp et je le conseille.  De beaux d&eacute;cors et facile d'utilisation, et en fran&ccedil;ais. Pas de soucis d'installation sur un S4 mini. &Eacute;cran suffisamment grand pour jouer.",2015-08-10,0,5,False
208,B008H3BVN2,292603528,Génial,N,N,Chuck - L'intégrale de la saison 4,"La meilleure saison selon moi, à voir et à revoir. La série est très bien, les acteurs sont bons. Je recommande",2013-03-13,0,3,False
209,B00D3NSDVO,307625827,I Am Pilgrim,N,Y,A great read!,"A gripping, fast paced read!  A clever plot with lots of threads expertly woven in, I really enjoyed this book.",2015-02-13,1,4,False
221,B005DHC6R0,170090108,Noel Gallagher's High Flying Birds,N,Y,Einmalig,Kann mich den positiven Rezensionen nur anschließen.Da passt einfach alles. Eine CD zum entspannen und träumen.Da freut man sich schon auf das nächste Werk......,2011-12-26,0,16,False
261,B0079I5722,779021042,The Bourne Legacy [DVD],N,N,Bourne along for too long....,"Firstly, I'm not really sure why they felt they needed another Bourne film and I do agree with other reviewers that this was milking the cash cow. I never understand sequels, prequels, legacies or whatever you want to call them, with other actors in the roles. It must feel either that you're very much a second choice, or that you're taking on something the original actor now feels is behind (or beneath?) them.<br /><br />I've only seem Jeremy Renner in the Hurt Locker, where he was very good, and he is good in this; suitably ripped and ruthless (bit of a cross between Daniel Craig and Gerard Butler). I do like Rachel Weisz, but I never feel she's as convincing when putting on an American accent, and I actually thought she was overacting (and pretty hammily at that) in the scenes at her house and in the car afterwards. She did improve slightly, but didn't add anything to the story, or was believable as the character. Ed Norton was wasted in his role of barking orders (as I always think he is really)- \\""get me a Crisis Suite!\\"" - must use that one.<br /><br />I do agree with others that the plot is convoluted with blue, green and triangular pills, how long, where and when they've been taken, bloodwork, medical checks blah, blah, blah. If we were supposed to find out how Jason Bourne et al became the way they did, I didn't really get it - genetic modification, pills, brainwashing, amnesia??? The tie in with the original films seemed tenuous and confusing - why not just make a standalone thriller? The bike chase at the end was quite good, but the \\""chasee\\"" came out of nowhere and then carked it against a pillar, so no real build up of his character and then suddenly it all ended and they sailed off into the sunset<br /><br />Not bad for something to watch at the weekend, but let's hope there isn't another under this umbrella. Let's have something fresh and original.",2012-12-10,1,3,False
269,B00962341U,296789673,Glassheart (Deluxe Edition),N,Y,Léớná is báck!!!!,"Éndlich gibt és dás néúé Álbúm vớn Léớná, dénnớch núr in Énglánd únd Irlánd, ábér égál, wớzú gibts ámázớn!<br /><br />Dás Álbúm ist dié Délúxé Éditiớn mit éinér Ánzáhl vớn 19 Liédérn vértéilt áúf 2 CD's (CD1-13 Trácks & CD2-6 Trácks).<br />Dié Ácớústic Vérsiớnén sind génáú dás Gégéntéil vớm Ớriginálén, dénn dié 2 Liédér sind úptémpớ (únd dié éinzigén úptémpớ) únd áls ácớústic vérliéhrén diésé ihré Mágié... Glásshéárt áls Ácớústic ist gút, ábér áls Álbúm Vérsiớn ist és viél béssér.<br /><br />TỚP Liédér<br />Glásshéárt - Vớr méhr áls éin jáhr hátté sié és in éiném Clúb gésúngén<br />Sháké Yớú Úp - éin midtémpớ Sớng, éinfách schön<br />Trớúblé áls Rémix - éinfách grándiösér Gúést vớn Childish Cámbinớ<br />Únlớvé Mé - Dié bésté Bálládé vớm Álbúm, sichér<br />Cớllidé gibts núr áls Rémix - ist séhr schádé, dáss dié Álbúm Vérsiớn ráúsgékürtzt wúrdé, ábér dér Rémix háts in sich!<br />Firéfliés - Séhr éntspánntér Sớng! Séhr gúté Vớcáls vớn Léớná<br />Súgár - úntypisch Léớná, já, ábér trớtzdém Léớná... sié singt séhr \\""spéziél\\"", ábér ist séhr gélúngén, éin Highlight dér Bớnús CD!!!<br /><br />És héißt, dáss Léớná \\""Wé Fớúnd Lớvé\\"" vớn Cálvin Hárris áúfgénớmmén hát, ábér Cálvin hát és, náchdém ér mit Rihánná áúf Tớúr wár, ihr és vớrspiélté únd sié és wớllté. Ich bin mir sichér Léớná hätté és béssér gésúngén, ábér égál. Hiér áúf dém Álbúm féhlt Cớllidé.... Ábér zúm Glück gibt és Hámmér Liédér wié Glásshéárt únd Únlớvé Mé, sớ fällts nicht séhr áúf!<br /><br />Sié sớllté vớm Lábél géfördért wérdén únd méhr prớmớ vớm Lábél!!! Ábér Sycớ SÚCKS!!!",2012-11-23,0,6,True
272,B001FTTY48,751246504,Death Magnetic,N,Y,Un album de Metallica...,"En 2003, \\""St Anger\\"" avait fait coulé beaucoup d'encre... Logiquement l'album \\""death magnetic\\"" était donc attendu au tournant d'autant plus qu'il a été produit par Rick Rubin et pour beaucoup c'était un retour aux sources... etc... etc.... En ce qui me concerne je ne suis pas tout à fait d'accord, je m'explique...<br />Dés la sortie de \\""death magnetic\\"" je ne me suis pas précipité dessus, mais j'ai d'abord pris le temps de l'écouté et je l'ai acheté par la suite, puis en faisant l'impasse sur la longueur des titres (chose habituelle chez Metallica), je me suis dit enfin le retour des solos avec une mention spéciale sur le titre \\""the unforgiven III\\"" et une excellente production. Seraient ils revenus au top ? En partie oui mais rien n'est moins sûr...<br />Ce skeud est certe meilleur que \\""St Anger\\"", mais pour moi ce n'est pas un réel retour en arrière, ils ont simplement puisé sur la période master/and justice/black donc ils n'ont pas vraiment pris de risques, car pour moi un retour aux sources est un véritable album thrash sans piocher sur les anciens albums surtout sur ceux qui ont cartonné c'est trop facile !!<br />C'est vrai que j'ai beaucoup aimé ce disque au départ et je l'avais écouté en boucle, en même temps c'était pas difficile de l'apprécié vu l'album \\""St Anger\\"", mais bizzarement je ne n'accroche plus du tout. En l'écoutant je m'ennuie ferme et j'arrive plus à l'écouter en entier même s'il y a de bons titres, pourtant je fais des efforts. Je l'avais même laisser à l'abandon dans ma disco, pour le sortir à nouveau bien longtemps après. Malheureusement rien n'y fait la magie n'opère plus.<br /><br />Pour conclure ce n'est pas le disque de la maturité ni une évolution, mais juste un album de Metallica ni plus ni moins sans aucune prises de risques juste pour montrer qu'ils sont toujours vivant et qu'ils peuvent faire mieux que l'album précédent avec toutes les tensions que l'on connait (DVD \\""some kind of monster\\"").",2012-04-29,2,6,True
273,B0028ER4QE,508982276,The Doors,N,Y,Un classique,Je sais meme pas que dire pour commenter.. Voilà quoi. C'est du grand Doors. La réputation de cet album est déjà faite!<br />Sinon livraison rapide ;) Rien à redire.,2013-01-27,2,6,False
297,B004RIOBS8,173322948,Coraline - Blu-ray 3D active [Blu-ray 3D],N,Y,,"Super film d'animation 3d. Bonne histoire, belles couleurs et beaux effets. Mes enfants ont adoré et les adultes ont eux aussi passé un moment agréable",2013-06-19,2,3,False
304,B0000AQKE1,576986877,Spiel mir das Lied vom Tod (Deluxe Edition) [Special Edition],N,N,Tonspuren beachten!,"Der Film enthält die englische Tonspur in Dolby Digital 5.1 und die deutsche, spanische und französische nur in Dolby Digital 2.0, also Mono. Das ist natürlich schade - zumindestens für uns Deutsche. Wir gehen beim Klang wieder leer aus.",2003-10-03,0,3,True
314,B004Q9SZGC,130125478,The Dark Knight Rises (DVD) [2012],N,N,Exspendable,"Watched the film just in cinema. I wished the spared us this third part.<br />The beginning was promesing and some of the action was quit amazing, but the longer the film goes, the film went south. They tried to combine a action film with a selffinding process of the main actors. And there not succeded.",2012-08-07,1,3,True
319,B00544XKK4,480698551,"Logitech Z120 Notebook-Lautsprecher 2.0 (mit 3,5 mm USB-Stromversorgung) schwarz/silver",N,Y,súpi,"préis léistúng ớk, hält läúft únd ákzéptábél. láúfén immér nớch gánz gút, séhr rúbústés äúsérés<br />únd gútés désign. tớp. würdé ich wiédér káúfén",2015-06-11,0,5,False
327,B008S847ZU,375927725,Vibrato,N,Y,"Es schmatzt, rotzt, knurrt und knallt!","Große Überraschung von Paul Gilbert, der mit einer knochentrockenen, auf den Punkt knallenden und toll klingenden Produktion aufwartet. Höhepunkt ist der unglaublich leidenschaftlich gespielte 6/8 Blues Bilvalve Blues. Darüber hinaus: Tolle Kompositionen, coole Rhythmen. Was will das Musiker Herz mehr? Mehr!",2013-05-02,0,6,False
331,B00007BHOE,919149832,Slipknot - Disasterpieces [2 DVDs],N,Y,"MUSS Kauf für Fans,oder für die die es werden wollen",GENIAL mehr kann man dazu nicht sagen.<BR>Diese DVD muss man gesehen haben.<BR>2 Stunden voller Slipknot und diese DVD wird nichtmal 1 sekunde langweilig.Diese Jungs haben es einfach drauf und das zeigen sie in dieser DVD mehr als deutlich.<BR>Die verschiedenen Kamerapositionen sind Klasse in Szene gesetzt und sind selbst super.Dabei sind ausserdem noch zahlreiche Musik Videos und das niemals veröffentliche Animated Video zu Wait and Bleed.<BR>Ein Wort: KAUFEN,2002-12-24,0,3,False
336,B002ZCXT6I,30572331,Up (Blu-ray + DVD + Digital Copy),N,N,The Only Way is UP!,A Blu Ray Festival of unadulturated joy for all the family.  Superb Audio and Video and a story line that will have you laughing crying and cheering all the way.  Pixar and Disney have done it again and i can't recommend this film highly enough and this is comming from a cynical 42 year old who's film watching tastes couldn't be further from this.  Just buy it you won't regret it :),2010-02-18,1,3,True
337,B00T6NBG2I,638100644,The Great Unknown: Houdini's Castle (Full),N,Y,bugs,Bitte k&uuml;mmert euch doch mal um die Bugs das spiel w&auml;re so geil aber keine Lust immer von vorne zu beginnen zum einen auf der Karte wurde mit Orte nciht angezeigt wo ixh schon war und dann bleibt es einfach h&auml;ngen.,2015-07-02,0,1,False
339,0140503846,20594107,Peepo! (Picture Puffin),N,Y,magic,I purchased this book as a present for another generation of our family having bought my first copy 23 years ago for our first child. A magical book with wonderful illustrations. So glad it is still in print.,2012-04-18,1,0,True
340,B00005R24G,63676500,Sleuth [Import USA Zone 1],N,N,,"La sortie du DVD neuf est pr&eacute;vue le 5 mai 2008. Donc si vous pr&eacute;f&eacute;rez payer moins cher un peu de patience. Vous pouvez le commander sur Amazon.com mais attention le titre est en anglais \\""SLEUTH\\"".<br />N&eacute;anmoins il reste excellent et c'est grâce &agrave; la nouvelle version sans doute qu'on r&eacute;&eacute;dite ce bijoux cin&eacute;matographique.",2008-02-22,0,3,True
344,B00MOD9L2O,109782764,Noah [dt./OV],N,Y,Die Dialoge sind sehr aussagekr&auml;ftig!*,"Ich findé dié Úmsétzúng diésér &#34;Géschichté&#34; zú éiném Film mit diésér Bésétzúng ábsớlút gélúngén; áúch dié Éffékté sind hérvớrrágénd! Wér dié éigéntliché Symbớlik diésés Films nicht richtig déútén kánn ớdér béim érstén Mál nicht wirklich mitbékớmmén hát, dér sớllté sich dén Film viélléicht éin zwéités Mál ánscháúén únd dánn Stérné vértéilén!;-) ...sớ sind wir Ménschén...mit áll únsrén St&áúml;rkén únd Schw&áúml;chén*",2015-02-09,0,9,True
372,B008ALA6DW,763646947,Apple MD463ZM/A Adaptateur Thunderbolt vers Ethernet Gigabit Blanc,N,Y,Cher mais efficace,"Produit apple donc logiquement hors de prix, par contre ça fonctionne très bien. J'ai également un adaptateur usb3/Ethernet mais celui ci nécessitait l'installation d'un pilote. Donc avantage au thunderbolt, pratique en cas de reinstallation par internet par exemple (hors OS)",2015-08-09,2,5,False
381,B00AO2T9VU,368448784,Exile,N,Y,Gift,Brought this for my mom for Christmas and she loves it. She's a big fan of the Hurts and highly recommends listening to this album.,2014-01-25,1,6,False
403,B003ELY7IS,574064783,Moonwalk,N,Y,Das einzig wahre Michael Jackson Buch!,"Ich weiß gar nicht, wie oft ich dieses Buch in meinem Leben schon gelesen habe. Aber es ist immer wieder wundervoll.<br />Bei diesem Buch kann man sich sicher sein, dass es keine erfundenen oder aufgebauschten Geschichten enthält. Das sind seine Worte, seine Geschichte, seine Emotionen.<br />Es erklärt auch sehr vieles, denn es erzählt die Geschichte seiner doch sehr ungewöhnlichen Kindheit. Wenn man sich also tatsächlich für seinen Werdegang bis zur Bad-Ära interessiert, ist dieses Buch ein Muss.",2014-05-10,0,4,False
408,B00D8WTBNY,982865714,Hesitation Marks - Edition Deluxe,N,N,Un indispensable !!!,"Ne nous le cachons pas, le passage au XXIe siècle s'est révélé compliqué pour Trent Reznor (semi échec commercial, dépression, alcoolisme, désintox).<br />The Fragile a été la consécration (je ne cherche pas à polémiquer) d'une première partie de carrière quasi sans faute (le fédérateur Pretty Hate Machine, l'OVNI The Downward Spiral, les génialissimes BO de Tueurs Nés & Lost Highway).<br />Depuis, avec NIN, Reznor faisait de très bons singles mais avait perdu cette capacité à créer des albums homogènes, que l'on écoutait réellement de bout en bout.<br /><br />Hesitation Marks, c'est un Trent retrouvé !<br />Il a pris son temps, digéré l'arrivée de nouvelles technologies (aussi bien pour la composition que pour la diffusion), s'est essayé à un nouveau style musical (initié avec NIN par Ghosts, collaboration avec Atticus Ross sur les BO de The Social Network & The Girl with the Dragon Tatoo, 2 EP & 1 album avec le groupe How To Destroy Angels).<br /><br />Après +/- 25 ans de carrière, un Oscar (qui l'aurait imaginé en smoking, noeud papillon), il nous prouve qu'il a encore des choses à dire et surtout, la manière de le faire.<br />Certes, ce n'est pas la claque de 94 mais arrêtons de l'attendre indéfiniment. Elle restera à tout jamais unique.<br />La maturité mêlée à l'originalité dont il fait preuve dans cet album nous montre une fois de plus que c'est l'un des musiciens les plus inventifs de sa génération.",2013-09-27,2,6,True
415,B001BYEM1W,285677321,"Fiskars Kitchen & Food Scissors, 18cm",N,Y,just great,Its great to be able to cut the fat of the bacon without the scissors getting jammed and being to blunt for the job. What a sharp scissor I must remember to keep my fingers out the way.My wife and I agree these are the best kitchen scissors we have had a must in the kitchen.,2013-11-12,1,22,False
418,B00E3R33H8,87346279,Breaking Bad: The Complete Series [DVD],N,Y,???,"Best thibg since skived bread ? I think that just reflecys the dire state of entertainment when something as repetetive and drawn out as this can be considered great - its good,not great",2014-01-27,1,9,True
422,B00ABTYGQ4,162356296,Silent Hill: Revelation 3D [Blu-ray 3D],N,N,Genialer zweiter Teil,"Mich hát dér Film bégéistért , áúch wéil dér Film mich viél méhr án dié Spiélé érinnérté.<br />Ớkáy , éin wénig zúsámmén géwớrfén únd étwás \\"" vérändért \\"" zú dén Spiélén .<br />Dér ándéré Grúnd dáfür ist , dás Révélátiớn séhr gút án Téil 1 ándớckt.<br /><br />Dié Scháúspiélér vérkörpérn Ihré Rớllé séhr gút .<br />Dás 3D ist sớlidé mit séhr gútén Éfféktén .<br />Dér Sớúndtráck ...typisch Silént Hill ... géniál .<br /><br />Zúr Stớry , viélléicht nicht gléich állés lớgisch ớdér schlüssig , Kárússéll Scéné , Éndkámpf .<br />Événtúéll nớchmál ánscháúén ? :)",2013-06-01,0,3,False
426,B00AHFERGG,277153370,Cloud Atlas [Blu-ray],N,N,Cloud Atlas,"Schwere Kost, aber gut gemachte Fantasie-Action.<br />Leider wurde zu viel Trubel um diesen Film gemacht, man hat viel mehr erwartet.<br />Aber Trotzdem Solide und gut Unterhaltung.",2014-07-13,0,3,False
428,0880796863,106824463,The Original Rider Waite Tarot Set,N,Y,Quality should be better for this price!,"The quality should be better for this price, the paper used damages very easily when you shuffle them. Also the handbook included is small with small print so not easy to read.",2013-08-14,0,0,False
