,product_id,product_parent,product_title,vine,verified_purchase,review_headline,review_body,review_date,marketplace_id,product_category_id,label
99,B00FNBYN5O,525973702,Gravity: Original Motion Picture Soundtrack,N,N,A soundtrack so good it vanishes.,"I loved the film Gravity.  It is a technical masterpiece, and as close to the experience of being in space I am ever likely to get.  However I was amazed to see the score nominated for an Oscar.  &#34;What score?&#34; I thought to myself.  I didn't recall any music throughout the film, so it was a trip to Amazon to hunt it out.  Within seconds I was transported back to the claustrophobic yet endless terror of the film by a score that serves the movie ultimately.  The Gravity score is one of the most important elements of the film.  On its own it is a challenging listen, but is a stunning achievement, like the pictures it so ably accompanies.",2014-03-03,1,12,True
120,B00AEB7E5E,218540584,Looper - Edition limitée Combo Blu-Ray + DVD - Boitier métal avec lenticulaire aimanté [Blu-ray] [Combo Blu-ray + DVD - Édition boîtier SteelBook],N,Y,Remarque sur le steelbook pas sur le film,"Tout d'abord ce qui attire l'attention c'est le magnet mis sur la face du steelbook , celui ci est holographique donc on peut voir Bruce ou Joseph en personnage principale ce que je trouve pas mal . Par contre a l'intérieure aucune image et l'arrière est vraiment pas terrible ! Donc un steelbook pas assez soigné a mon gout .",2013-03-07,0,3,True
138,2253166448,995777095,Alex,N,Y,Découverte,J'ai découvert cet auteur un peu par hasard et j'ai adoré. Je vais commander les autres titres de cet auteur lors de ma prochaine commande.,2012-06-25,2,0,False
145,B005ZC7BLO,501966104,Bones - Season 7 [DVD],N,Y,Bones Season 7,"If you already like Bones this may not be quite as good, some episodes a little slow. But still good to watch.",2012-12-12,1,3,False
160,B00KZ6WRAA,950959064,fréd schádén,N,Y,Facebook Messenger,Facebook Messenger gefällt mir gut viele und neue gute Möglichkeiten sind dort vorhanden<br />und einfach von Hand zu bedienen. Sehr Empfelendswert.,2015-07-07,0,1,False
196,B00FXLUBVE,313696235,X-Men - First Class,N,Y,Easy watch,Great easy watch film,2014-12-16,1,9,False
198,B00785P2QC,162354237,Virtual City Playground®: Building Tycoon,N,Y,le top du top,"C trop top telechargez-le , on augmente vite d argent alors<br />T&Eacute;L&Eacute;CHARGEZ-LE!<br /> Pour ceux qui ne sont pas fans de ce genre de jeux vont le devenir , je vous le garenti.<br />Il y a beaucoup de choses a construire donc<br />T&Eacute;L&Eacute;CHARGEZ-LE",2014-06-11,2,1,True
199,B008LUM0G8,243657408,Maze Runner 3: The Death Cure (The Maze Runner),N,Y,good yet pretty depressing,3 1/2 stars.<br /><br />WARNING SPOILERS. it was a very good finale to a very good-yet not fantastic-series. Tom and the rest of them flee from Wicked after being forced to have their memories back. Tome and Minho and Newt and Brenda are seperted from Teresa and the others and flee to denver. once they arrive in denver however they face more problems. the whole city has gone mad. nearly everyone is on bliss or past gone. and the wicked and rat man are trying to get him.<br /><br />WARNING MASSIVE SPOILER!!! i wont say more about the actual story but it was a shame when newt died. however i really didnt like it when teresa was killed. she was the only character i liked more then tom and i was very upset when she died. i actually took off half a mark because of that.,2012-11-21,1,4,False
203,B00EAINR5S,693500238,Conjuring - Die Heimsuchung,N,N,Endlich mal wieder ein richtig guter Horrorfilm,"Habe mir den Film gekauft anhand vom Trailer und den Bewertungen hier. Und ich muss sagen der Film ist der Hammer. Man ist beim schauen durchgehend unter Strom. Spannung auf höchster Ebene, Nervenkitzel von der ersten Minute an.<br /><br />Absolute Kaufempfehlung, jeder Euro ist gut investiert...",2014-02-24,0,3,True
204,B008ML8RJU,130125478,The Dark Knight Rises,N,Y,"Ach Nolan, ach mein Nolan!","Lieber Christopher Nolan, was ist passiert? The Dark Knight Rises ist wohl mit Abstand der schlechteste Batman aus Deiner Triologie. Ich weiß nicht wo ich anfangen soll. Deshalb lass ich es lieber. Man muss den Film leider anschauen, da es ja der dritte Teil einer von Anfang an so geplanten Triologie (duh!) ist. Deshalb bringt es nichts, sich über den Film selbst zu ärgern.<br /><br />Die DVD ist gut. Sound- und Bild-Qualität gut. Inhalt nicht so ganz.",2013-02-15,0,11,True
215,B003WUYRGI,346985014,Oxford Dictionary of English,N,N,THIS IS SO...boring,I disliked this dictionary because it was boring and it wasn't entertaining to me. I think it should be entertaining.,2014-11-06,1,4,False
219,B008D30K7E,122923011,Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,N,Y,Simply brilliant,"A wonderful read - amusing, escapist and unpredictable. I can't think of any reason why you should give this a go.",2013-01-14,1,4,False
220,B000002G89,634652610,461 Ocean Boulevard,N,Y,One of the greats,A really classic album - takes me back to my youth with denim and patchouli - one to still enjoy.,2013-02-23,1,6,False
223,B00FG26UEC,535832345,Words of Radiance: The Stormlight Archive Book Two,N,Y,brilliant sequal,"Cannot wait for the next book :) really interesting characters, although I would recommend re-reading the first book again if you haven't done so for a while...",2014-06-02,1,4,False
236,B00GDFVTZQ,333949481,Rayman Fiesta Run,N,N,Petit jeu.. Bof au final,"Graphisme: bien 4/5<br />gameplay: appuyer d'un doigt pour sauter, l'autre pour mettre un poing: sympa au début, vite ennuyant au fur et à mesure. 3/5<br /><br />Et on arrive au point noir; je pensais qu'en payant le jeu on allait pouvoir y profiter en entier. Grossière erreur ! Pour facilter les niveaux &#34;difficiles&#34; il est possible d'acheter des packs de lums avec bien sur des euros. Ce que je déteste vraiment.<br />A déconseiller au final",2014-08-07,2,1,True
247,0812580346,272088925,Flash Forward,N,N,"Évén with fréé will, yớú wớn't bé áblé tớ stớp réáding","Do we have free will? Or is everything preordained? As a rationalist, I thought the former was true, but Sawyer makes a compelling case drawing on modern physics that the latter is really the case. His story is poised  right at the edge of our real world. It takes place at CERN (a real  particle physics lab in Europe) and involves the Large Hadron Collider  (which CERN is really building) and echoes the concerns of a few years ago  when we were worried about a plutonium bearing satellite possibly breaking  up and polluting the Earth about just who has the right to make decisions  that just might affect all of humankind.  The characters---Swiss, Canadian,  American, Japanese, Chinese---are all well drawn. Sawyer perhaps makes too  much of a tangential parallel to the movie THE DAY THE EARTH STOOD STILL  but that's a minor quibble. This is a first rate novel.",2000-07-12,0,0,False
256,B000NTPCHE,671553677,To Catch A Thief [DVD] [1955],N,N,Lovely film,"I've always enjoyed this film, spectacular settings on the Riviera with villas on the hills and yachts in the bay, well cast actors, elegant, romantic, stylish, witty, the stuff which dreams are made of... until she says: 'oh mother will love this!'",2012-04-30,1,3,True
258,B0015UVVN4,885230877,Bienvenue chez les Ch'tis - Edition preCH'TIge 2 DVD,N,Y,Un film qui rend meilleur,"Je ne suis pas un cinéphile 100% qui va s'extasier devant le dernier film ouzbek ou iranien mais je pense ne pas être non plus un beauf qui s'extasie devant n'importe quel navet. En bref, je pense aimer différentes facettes du cinéma du moment qu'il touche mon coeur ou mon esprit ou mes tripes (ce n'est pas une preuve d'intelligence ou de crédibilité et je n'essaie pas de prouver quoi que ce soit mais ça fait plus de 40 ans que je vais au cinéma régulièrement ou que je regarde des dvds (j'en ai d'ailleurs près de 2000 tous styles confondus)). J'ai été voir ce film parce qu'on m'en avait dit beaucoup de bien (alors que je n'avais pas d'a priori très favorable pour Dany Boon) et je pense que c'est l'un des 10 films où je suis sorti du cinéma complètement détendu, heureux et en n'ayant qu'une envie: le revoir une nouvelle fois. Les gens sont simples et bons et dans ces périodes un peu tristes, c'est bon de voir la vie de tous les jours avec ses petits problèmes et de savoir qu'avec de petits moyens, chacun peut rendre la vie de l'autre agréable. Et oui c'est peut-être affligeant de banalités et je respecte l'avis de tout le monde mais franchement, je plains ceux qui ne sont pas parvenus à trouver une once de bonheur en le regardant.",2008-10-30,2,3,True
259,B004HYGSXS,758289517,"Un grand spectacle : ""opéra space"" parfait !!!",N,Y,Star Wars - L'intégrale de la saga - Coffret Collector 9 Blu-ray,Rien à ajouter de plus aux nombreux éloges sur cette saga. Je ne l'avais pas revue depuis des années et je suis agréablement surprise que la saga soit toujours aussi  addictive ! Le B-R est génial et les enfants sont aussi accros que moi : un grand &#34;classique&#34; familial quelque soit notre âge.,2014-04-13,2,3,False
292,0749958790,635355086,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,N,Y,Fascinating read,"fascinating read , and coming from a professional , very believable, Hope it,s true",2015-07-19,1,0,False
296,B002S9DRA6,175966342,Platinum Collection : Enigma (Coffret 3 CD),N,Y,2 sur 3,Le 3e CD ne présente pas trop d'intérêt puisque ce ne sont que des remixes mais je suis satisfaite des deux autres. Un bon son fidèle à Enigma.,2013-03-09,0,3,True
311,B00D3ITOHG,523194088,Marshall Monitor Casque Audio - Noir,N,Y,Robuste et son de qualité,"Très bonne isolation de l'environnement extérieur (sans couper totalement)<br />Robuste (je l'utilise depuis 1 an et le range en vrac dans mon sac)<br />Son de très bonne qualité : je le juge juste en dessous de mon Koss Porta Pro, plus polyvalent, mais les basses sont plus puissantes et comme j'écoute majoritairement du rock c'est intéressant.<br />Par contre le micro pour le téléphone est de mauvaise qualité",2014-08-24,2,13,True
324,B005OK2M6Q,134069910,Colombiana,N,N,Cớlớmbiáná - DVD Stéélbớớk,"Ich habe mir den Film vor längerer Zeit in der Steelbook Version (DVD) von meiner Videothek abgekauft.<br />Ich kam aber erst jetzt (ein halbes Jahr später) dazu ihn mir anzusehen und ich bin echt positiv überrascht von dem Film.<br />Es gibt ja mittlerweile schon so viele Filme in denen eine Frau eine Killerin ist und schon langsam wird es eben langweilig, aber nicht bei diesem Film, hier hat wirklich alles gestimmt.<br /><br />Die Handlung:<br /><br />Diese ist sehr gut umgesetzt, hier bekommen wir Drama, Thriller und Action geboten.<br />Als sie klein war sind ihre Eltern durch die Hand eines sehr bösen Mannes umgekommen, sie möchte den Tod ihrer Eltern rächen und das macht sie dann 15 Jahre später auch (und wie).<br />Viele sagen zwar das die Handlung nichts neues ist und wie auch in anderen Filmen rüber kommt, dennoch haben die Macher hier gezeigt das man aus einer Handlung die es schon zich mal gibt auch was gutes und unterhaltendes machen kann.<br /><br />Die Schauspieler:<br /><br />Diese haben mir sehr gut gefallen und die Hauptdarstellerin (Zoe Saldana)hat hier sehr gute Arbeit geleistet, wie auch schon in dem Film \\""2012\\"" hat sie auch hier überzeugt und das auf ganzer Linie.<br />Eine Schlagfertige Frau die es kräftig hinter den Ohren hat, eine Killerin die dennoch Gefühle hat und verspürt.<br />Auch die anderen Schauspieler haben mir sehr gut gefallen, der Handlanger des Typen der ihre Eltern ermorden ließ ist ja bekannt aus Filmen wie \\""BLOW\\"" und hat mich hier auch sehr überzeugen können.<br />Alle haben hier gute Arbeit geleistet und kamen mehr als Perfekt rüber.<br /><br />Die Extras:<br /><br />Von denen gibt es genügend, ich habe mir diese zwar noch nicht alle angesehen aber das wird definitiv noch folgen.<br />Alleine das die DVD so viele Extras beinhaltet ist schon einen Applaus wert, den heut zu tage bekommen wir immer weniger auf die DVDs und das ist echt schade.<br />Ich finde es gut das es noch Filme gibt auf denen man neben dem Film noch ein paar Hintergrund Details und auch ein Making of bekommt.<br /><br />Alles in einem ist der Film hier eine sehr gute Wahl gewesen und ich habe den Kauf auf gar keinen Fall bereut.<br />Ein sehr guter, unterhaltender und spannender Film.<br /><br />5 Sterne von mir",2013-06-09,0,3,False
367,B00000B9AM,530035773,Metallica,N,Y,Ein Klassiker,"Ein Muss für jede Plattensammlung. Geht richtig ab, allein schon der Opener &#34;Enter Sandman&#34; rock wie Sau ! Perfekt zum Auto fahren.",2013-03-30,3,16,True
376,0385341008,132067242,The Guernsey Literary and Potato Peel Pie Society: A Novel,N,N,Guernsey story,"Un vrai chef-d'oeuvre qui nous a valu la visite de l'île de Guernsey cet été. Avec en prime une expo sur l'île sur la traduction de ce livre dans 17 pays, que du bonheur et la joie de retrouver tous les endroits insolites de l'île décrits par l'auteur.",2011-09-21,2,0,False
383,B000024611,769213394,Phil Collins...Hits,N,Y,,Un peu trop mou ce ne sont pas les versions les plus représentatives de PHil Collins ne m'a pas complètement satisfaite du fait.,2014-08-29,2,3,False
397,B00HW76GL6,194944816,Sherlock - Saison 3,N,N,Sherlock Saison 3,"Bonjour,<br />Comme toujours aussi flamboyant, malgré quelques hésitations dans le scénario Le Signe des Trois.<br />Seulement, je me demande s'il ne manque un carton de protection car les DVDs sont juste dans le volet qui les contient. Me trompé-je ou sinon, que faire pour avoir cette protection ?<br />Respectueusement,<br />Claude (Mr. Spock)",2014-08-17,2,3,False
417,B000005JA8,274239450,Trout Mask Replica,N,N,What on Earth is this?,"This is without doubt one of the weirdest things I've ever heard. Ever. It makes the Beatles' Revolution Number 9 sound like a nice, simple pop song in comparison. On this recording, the Captain and co. merge together blues, freeform jazz, avant garde and spoken word to create something the likes of which hadn't been heard before, or probably since either (except on more Beefheart records of course). All very interesting, I hear you say, and on this account comparisons to Zappa or Gong may crop up. Yet Beefheart takes the freeform apprach to a whole new level- most of the stuff here, like Frownland or Dachau Blues sounds like every member of the group was told to record what the hell they want and then it was all pasted together. Random and amateurish? Not a chance. To break the rules, you've gotta know the rules, and to play stuff in such crazy, syncopated timings like this requires a level of skill rarely heard today. Beefheart's freeform poetry for me is the most interesting aspect of the record though, picking out the words and then trying to make sense of lines such as 'Peeled n felts fields n belts impaled on n daeman' on Neon Meate Dream of A Octafish is a joy. Listening to this all the way through in one sitting is a bit like running a half-marathon; it's uneasy and demanding, but you feel strangely better for it afterwards. Naturally, such a bonkers album isn't going to be to everyone's taste (personally, I'd like to see this stuff performed on CD:UK). I'm giving it 3 stars because I think there are better Beefheart albums out there, such as my personal favourite Ice Cream For Crow, and its insane weirdness limits its replayability. Get it anyway to hear something truly unique, and it's definitely worth buying to freak out your friends who like Justin Timberlake when they come round.",2004-08-20,1,16,True
420,B00HK2S2NI,966622039,Howards End,N,N,forster classic,lovely book,2015-01-22,1,4,False
477,B005AV1Z4E,472324974,Transformers 3,N,Y,Ohne zu zweifeln der Beste der Trilogie!,"Als ich vor einem Jahr (?) im kino war, wurde ich von dem Film gefesselt und hineingezogen:D<br /><br />SEHR viel AKTION, (Leider keine Megan Foxx mehr aber egal)<br /><br />Zum Inhalt werde ich nicht kommen:D<br /><br />Empfehle es jedem zu kaufen!",2012-07-31,0,3,True
500,B001D45CK0,208953261,Taken,N,N,Taken,"Ce film palpitant est un vrai regal a regarder avec LIAM NEESON qui nous tient en haleine jusqu'au bout. Un film a ne pas manque surtout pour les amateurs de thriller,suspense ou polar. Je le conseille a tous. C'est un vrai moment de cinema a couper le souffle.",2011-02-20,2,3,True
502,B00B1903SI,77682141,Große Enttäuschung für mich als Fan der Bücher,N,N,Der Hobbit: Eine unerwartete Reise [Blu-ray],"Ich habe in Vorfreude auf den Film das Buch nochmals gelesen und war dann doch sehr enttäuscht über den Film. Wenn man aus einem Buch welches keine 400 Seiten hat drei Filme machen möchte, dann sollte man doch erwarten, dass es kein allzu großes Problem darstellen sollte sich eng an der Vorlage zu halten. Die Gründe von der Romanvorlage deutlich abzuweichen lag in diesem Fall vermutlich nicht an der Zeit, sondern an der Vermarktung. Man war wohl bestrebt deutlich an \\""Herr der Ringe\\"" anzuknüpfen um die Leute mitzunehmen. Dergleichen gab es einige trashige Actionszenen, die das junge CGI-Spektakel-verwöhnte Publikum befriedigen sollte. Vor allem die Actionszene in der Orkhöhle war einfach lächerlich albern. Den weißen Oberork sucht man im Buch auch vergeblich.<br />Positiv sei der Anfangsteil erwähnt und vor allem die Szene zwischen Gollum und Bilbo in der Höhle als sie um den Ring feilschen. Hie hat man sich wirklich Mühe gegeben.",2013-04-22,0,3,True
509,B000HXDX7C,367056624,"Rent (Collector's Edition, 2 DVDs, OmU)",N,N,"nách éiném mál séhén, gléich méin Liéblingsfilm!","Dieser Film ist einfach wahnsinnig irre gut! Ich bin im allgemeinen sehr kritisch und habe genug Filme gesehen um zu vergleichen und muss sagen: dieser Film spielt ganz oben mit! Der Anfang ist ein zwar schwach, aber gleich die nächste Szene reisst den Zuschauer mit und im Folge des Filmes gibt es nur noch Steigerung, bis es zum Finale kommt, bei der meine Freunde und ich den Atem sychron angehalten und nach einigen Minuten wieder zusammen rausließen. <br />Der Film ist gut gecastet, gut gespielt und gesungen, gut choreographiert, gut geschnitten und hat einen klassigen Regisseur! <br /> <br />Man muss ihn einfach sehen. Leider gibt es ihn nicht auf Deutsch, was viele abschreckt ihn zu kaufen, aber die Handlung ist einleuchtend und man versteht um was es geht. Anfangs könnten einem einige Poenten entgehen, aber nach wiederholtem Gucken verstand sie bisher jeder. <br /> <br />Noch ein Argument: Die Schauspieler (Männer wie Frauen) sind nicht nur unglaublich talentiert, sie sind auch noch verdammt heiß!!!",2007-02-01,0,3,True
512,B000Z2GQZG,855352034,Stardust [DVD] [2007],N,Y,Good entertainment,"Both Michelle Pfeiffer and Robert De Niro are great, acting in their role",2014-12-31,1,9,False
518,0062238868,36488461,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,N,Y,Not my kind of book.,"Unfortunately I am again disappointed with American written books.It must be a culture thing.I am ex-Special Forces (UK) and I could never write a book in such away. My grandfather was a sniper in WW1, he survived the whole 4years and came out in 1919 with the Military Medal. I wish I could say something positive about the book. But I cannot.",2014-03-13,1,0,False
528,0007466064,586496321,"A Dance With Dragons: Part 1 Dreams and Dust (A Song of Ice and Fire, Book 5)",N,Y,Simply brilliant!,"As with the other Game of Thrones books, this one was fantastic from start to finish! Didn't want it to end yet totally addicted to reading so I could find out what happens!! George R R Martin's writing style is superb, I've read a LOT of books and never come across writing as fantastic as his!",2013-10-27,1,0,False
538,0099579944,600633062,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series): 3/3,N,N,50 shades,This book arrived super quick and packaged great too. As for price well great value for all 3 of the books and postage was free.,2012-07-11,1,0,False
546,B00FQWENX2,6557570,Byzantium,N,Y,leider nicht so toll,Ich liebe Vampirfilme leider ist der nicht so wie ich es mir vorgestellt habe.<br />Die Handlung ist nicht so gut.,2014-12-02,0,3,False
560,B009RYW01W,487408710,Kelly Clarkson Greatest Hits [CD/DVD],N,Y,AMAZING!,"Really really pleased with this. I am a huge Kelly Clarkson fan and this product was exactly what it would be. It was delivered and dispatched really quickly.<br /><br />If you are a Kelly Clarkson fan, this is probably a must get. It contains all her hits, what more can you ask for? Favourite tracks are Dark Side, Because of You, Stronger, Behind These Hazel Eyes and My Life Would Suck Without You.",2013-04-21,1,6,False
565,0091940745,856515862,How To Be a Woman,N,Y,Everyone should read this book!,"I loved this, it's funny and witty and describes situations that every woman can empathise with even if they haven't been in exactly the same situation yourself, the lads aren't excluded in this as C.M manages to write and reveal a very easy and down to earth feminism without being 'ranty' and as such is very accessible.<br /><br />I would recommend this to any and everyone, I laughed out loud (and got funny looks from strangers on the train) and even cryed at some bits, a must read for everyone I think.",2012-04-30,1,0,True
569,B00004VIRR,584482922,si je partais sur une ile deserte...,N,N,Beautiful Freak,"...et bien il ferait parti des 10 cd que j'emmenerai avec moi. Les textes, la musique sont magnifique!!une athmosphère..comme qui dirait...mmm...rempli de poesie..moui, c'est ça!",2006-06-09,0,6,False
572,B009R6GEF8,947574601,The White Princess (Cousins War Series Book 5),N,Y,Love Philippa Gregory books,Another good novel by Philippa Gregory.<br />I have read all of these historical novels and am then impatient for the next one to come out.,2014-05-30,1,4,False
573,B00IIOFVYA,310445869,9 Clues: The Secret of Serpent Creek,N,Y,snaky,Good game lots of different areas to explore helpful hints and puzzles not to difficult look forward for the next game,2014-03-11,1,1,True
580,0399247459,907291850,The Very Hungry Caterpillar: board book & CD,N,Y,Super produit!,Un livre tout cartonn&eacute; dans lequel un CD est inclus: c'est l'auteur lui même qui raconte l'histoire!<br />Le format est relativement grand: 27 x 23 cm.<br />Je suis extrêment satisfaite de mon achat!,2010-12-11,2,0,True
582,B00H3GZMIE,365698290,In The Lonely Hour,N,Y,Brilliant album I am listening too over and over again,"Brilliant album I am listening too over and over again. Love his tone, his star quality, pretty much all of his music, a true rising star.",2015-03-18,1,6,False
584,B004ZKTBF6,443634911,Le Roi Lion - Edition simple,N,N,Simplement culte,"On ne présente plus l'histoire cultissime de ce dessin animé, l'un des plus beaux chefs d'oeuvre de Walt Disney. Des paysages grandioses, une bande son pleine d'émotion sur un sujet universel.",2011-09-26,2,3,True
594,B00006372U,268461622,Come Away With Me,N,N,Good but not good enough,"At first hearing, I thought \\""this is an album for me\\"" (and bought it). After listening to it a couple of times, I find myself in agreement with Michael Ross in the lead review  -  she needs \\""livelier arrangements\\"" and \\""the knack of remaining low-key without being sleepy\\"". Quite a few of the numbers here are sung in a way which is just too slow, quiet and laid back  -  a bit more pzazz could have helped some of them enormously. For someone current who seems to know, intuitively, exactly how to present old standards with just the right tempo and volume, try Stacey Kent.",2003-02-26,1,6,True
