,product_id,product_parent,product_title,vine,verified_purchase,review_headline,review_body,review_date,marketplace_id,product_category_id,label
107,B00AZL3PBK,138753866,Lep's World 2,N,Y,Súpér Klássé,1a Spiel<br />Immer wieder gerne .<br />Die Level sind alle spitze gemacht kann man nur weiter empfehlen.<br />Ich bin schon gespannt auf das n&auml;chste Spiel von euch.,2013-01-26,0,1,True
108,B00JXM9D4A,974438596,Jane Eyre [dt./OV],N,N,Schöner Ende gut alles gut Film,"Gute Unterhaltung mit kleinem Gruselfaktor. Keine übliche und abgedroschene Romanze. Ein Liebesdrama mit spannenden Momenten, guten Schauspielern und ohne viel Drumherum",2014-08-12,0,9,False
112,B00IYOACQ6,729049801,Can You Escape - Tower,N,Y,Not very good.. Hard game to play and understand,"It's a really hard game, couldn't even get past the first level! I didn't understand it maybe it's just me but I didn't like it at all. Would be good for good thinkers though.",2014-04-05,1,1,True
126,B004P1JEXE,36754643,"A Feast for Crows (A Song of Ice and Fire, Book 4)",N,Y,Don't give up on this one!,This book continues the story of a small number of the main characters. I suppose you could call it a series of side plots to the main one from Fire & Ice. Some will be disappointed that some of the main characters are missing but please persevere it's still a great read!,2013-03-07,1,4,False
149,B005KITK6C,882355088,Lego Ninjago 9441 - Kais Feuer-Bike,N,Y,Lego for ever,"Tolles Teil, dieses Motorbike. Ich versuche durch diese Lego-Spielzeuge meinen Sohn an kreatives Denken und Assoziationsvermögen heranzuführen. Zu den Produkten, deren Zusammenbau schon eine Herausforderung ist, habe ich ihm aber auch einen Eimer voll Lego-Steine und Bauplatten geschenkt, damit er auch frei zu entwickeln lernt.",2012-10-21,0,2,False
158,B00I7VMJCQ,551407899,True Detective - Saison 1 - Blu-Ray  (Fourreau aléatoire),N,Y,Magnifiques images mais la résolution de l'intrigue est décevante,"J'ai apprécié cette série pour la qualité des images, L'ambiance étrange des lieux de tournage,des acteurs convaincants<br /><br />Si le travail des détectives est méticuleux , amateurs d'action s'abstenir, lors des quatre premiers épisodes les libertés que prennent par la suite les enquêteurs par rapport à la loi pour résoudre l'affaire à partie du cinquième épisode font tomber cette série dans une trame on ne peut plus classique mainte fois vue à la télévision.<br /><br />La détérioration  des relations les deux collègues  qui mènent l'enquête rend aussi  leur réconciliation très surprenante<br /><br /> A cela s'ajoute le fait que l'enquête  qui se déroule donne l'impression que des gros poisons seront arrêtés . On attend alors le dernier épisode avec impatience pour constater que la montagne accouche d'une souris lors du dernier épisode",2014-07-12,2,3,True
185,B00000J7JO,907315158,Californication,N,Y,Vraiment Red Hot ...,"Quoi dire si ce n'est qu'il fait partit des meilleurs opus des Red Hot, il ravira tous les fan et les novices.",2013-10-16,2,6,True
187,B00SU75F00,254749934,Paradoxical II: Prophecies & Premonitions (English Edition),N,N,,"Paradoxical 2 is sequel to Paradoxical 1, though you don't need to read the first to read the second. I enjoyed both, and normally I do not like sequels as much as a first in series, but in this case, I was surprised I liked it even more than the first book, which seemed impossible! In this book, we learn about angels through the view of a group of scientists investigating various sightings. Unique and clever with a engaging voice that kept me engrossed from start to finish.",2015-08-09,0,4,False
197,B007VOE3RE,328235297,The Lucky One,N,N,Inhalt sehr gut . . . . aber. . . .,. . . die häufigen  &#34;sexuellen Handlungen&#34; sind völlig unangebracht und keinerlei Pluspunkt für einen Film. Es macht keinen Film wertvoller - eher das Gegenteil ! Auch diesen nicht.<br />Ansonsten finde ich den Film von der Geschichte her sehr gut.,2014-03-02,3,3,True
214,B008OGHHKS,330830489,A Good Day to Die Hard (Blu-ray + UV Copy),N,Y,Still quite good,"I can see why this got a lot of bad reviews its no where near as good as the 1st plus the 12a cinema release did it no favours just like taken 2, but Iam looking forward to this blu-ray release to see the bits that got cut to make it a 12a.<br /><br />I love the cg bits on here the film is so full of action very little story, I loved it its only about 1 hour 40 so it's also the shortest die hard.<br /><br />Plus not to give to give much away but the slowmo during the helicopter crash is awesome.",2013-05-12,1,3,True
218,B005RY7I8G,316484262,The Thing,N,Y,Einfach nur genial!,"Als ich hörte, dass es eine neue Verfilmung des \\""The Thing\\""-Stoffs geben sollte, war ich, als sehr großer Fan des Carpenter-Films natürlich sofort Feuer und Flamme. Nach monatelangem (ungeduldigem) Warten war es dann gestern Abend endlich soweit und ich muss sagen, dass sich das Warten gelohnt hat. Der Film, welcher hauptsächlich in der klaustrophobischen Forschungsstation der Norweger spielt, zieht die Spannungsschraube von der ersten Minute an richtig fest und weiß mit erstklassigen Special-Effect zu überzeugen. Besonders diese angsteinflößenden, gutturalen Laute, die die Dinger von sich geben (und die ich schon im Carpenter-Film so genial fand) sind besonders gut gemacht. Auch die Fans knackiger Gewalt bekommen einiges geboten, da das Ding bekanntlich keine Gefangenen macht und es immer noch schafft, sich auf besonders interessante und grausame Weise aus Körpern oder deren Teile zu schälen. Der Score von Marco Beltrami ist perfekt auf den Schocker abgestimmt und führt dazu, dass sich die Fans des Carpenter-Films sofort zuhause fühlen, wozu auch die sehr gute Leistung aller Darsteller beiträgt.<br />Die üblichen Nörglern, welche eine zu große Ähnlichkeit mit der vorherigen Verfilmung anprangern sollten mal darüber nachdenken, welche Möglichkeiten ein paar im Eis eingeschlossene (größtenteils intelligente) Menschen haben, dieser Gefahr zu begegnen?! Dass die Forscher nicht anfangen, mit dem Ding Karten zu spielen oder über den Sinn des Lebens auf der Erde zu diskutieren, dürfte ja wohl auch dem letzten Deppen klar sein.<br />Ich kann diesen überaus spannenden Film nur jedem, der mit dem Thema Science-Fiction und Horror etwas anfangen kann, wärmstens ans Herz legen; die Macher haben einen hervorragenden Film geschaffen, der den Vergleich mit Carpenters Ding nicht einmal ansatzweise zu scheuen braucht. Er hat mir sogar so gut gefallen, dass ich ernsthaft überlege, am Wochenende noch einmal in die Vorstellung zu gehen...The Thing wäre es definitiv wert.<br />PS.: Sobald ich die Blu-Ray habe, ergänze ich meine Rezension bzgl. Bild, Ton und Extras!<br /><br />24.03.2012:<br /><br />Das Steelbook war diese Woche in der Post und gestern Abend habe ich den Film dann im heimischen Theater noch einmal genießen dürfen.<br /><br />Das Bild macht einen guten Eindruck, ist aber etwas weich, was aber zum Film und der Atmosphäre passt. Bildrauschen gibt es keines und auch der Schwarzwert ist gelungen.<br />Die Soundeffekte reißen einen förmlich vom Hocker! Sämtliche Toneffekte kommen glasklar und druckvoll aus allen Boxen und sorgen für eine wirklich fantastische Atmosphäre! So macht Blu-Ray Spaß!<br /><br />An meiner Meinung über den Film hat sich übrigens nichts geändert; im Gegenteil: auch nach mehrmaligem Ansehen macht er noch großen Spaß und man entdeckt immer mehr Details!<br /><br />Für Science-Fiction Fans heißt es nun: bedingungslos zugreifen!!",2011-11-18,0,3,True
227,B0061JPYX2,706042866,Lioness: Hidden Treasures,N,N,Ganz tolle CD..von einer ganz tollen Sängerin,"Ich habe Ausschnitte dieser CD im Radio gehört und mußte sie sofort haben.  Ich habe es nicht bereut. Die Stimme phantastisch, die Lieder einfach toll.  Bin traurig das es die letzte war. Schade.....",2012-01-06,0,6,False
230,B00ARI9CDQ,606682175,MailOnline Tablet,N,Y,Tablet good.. Mail online,"Tablet good.. Mail online ...so many problems, it took months for it to be hassle free.. Will not renew subscription",2014-12-23,0,1,False
238,B0000CBBZJ,677355216,"Matrix 2, Matrix Reloaded - Édition 2 DVD [Édition Double] [Édition Double]",N,Y,,"On aime ou on aime pas mais ca reste du Matrix avec un scenario compliqué et tordu. Plus on avance dans la Quadrilogie, plus les moyens engagés sont grands du fait des recettes au box office et par conséquent des effets spéciaux de plus en plus grandioses",2013-08-28,0,3,True
244,B000326TCI,716652169,Timeline - Bald wirst du Geschichte sein,N,N,Kein Film für die Geschichtsbücher des Kinos,"Also, so viel ist schon mal klar - in die Geschichte des Kinos wird dieser Film nicht eingehen. Leider, muss man sagen, weil doch alle Voraussetzungen für einen Blockbuster exzellent waren: Die Romanvorlage von Michael Crichton,  die Regie von Richard Donner, das Thema Zeitreise und ansehnliche, nicht gerade unbekannte  Darsteller. Was lief schief? Man kann es wohl so ausdrücken, denn bei geschätzten Produktions und Marketingkosten von 105 Millionen Dollar spielte der Film in den USA nur knapp 20 Millionen Dollar wieder ein. Hier meine Einschätzung, woran das gelegen haben mag.<BR>Der Film entwickelt sich zu schnell. Für Charakterzeichnung und die Festlegung von Identifikationsfiguren wird absolut keine Zeit aufgewendet. Man weiß weder, was für einen Auftrag die nicht gerade glaubwürdigen Archäologen haben, noch, welches Ziel die, natürlich, meist bösen Wissenschaftler verfolgen, die eine Art Wurmloch entdeckt haben. Ich habe zwar Crichtons Buch nicht gelesen, aber wie ich ihn kenne, ist seine Beschreibung der Maschine und des Verfahrens zumindest so plausibel erklärt, dass man sie glauben mag.  Keine Spur davon im Film - es funktioniert einfach nicht. Auch Fiktion muss schlüssig sein. Sehr schnell verlagert sich der Film in die Vergangenheit und dort ist wenigstens in Ansätzen etwas von Story und Spannung zu entdecken. Die Logik bleibt allerdings außen vor. Manchmal wirkt das ganze wie eine Folge der Kultserie Timetunnel. Was auch auf die Effekte zutrifft. Es war ja zu lesen, dass bewusst darauf verzichtet wurde, mehrheitlich CGI Effekte, also Computergenerierte, einzusetzen. Ein klarer Fehler, meiner Meinung nach. <BR>Einen Höhepunkt hat der Film mit dem Angriff der Engländer auf die französische Festung. Das war wirklich optisch genial und spannend gemacht. Klasse sind auch die Musik von Brian Tyler (Jerry Goldsmith's Score wurde leider abgelehnt) und die Ausstattung. Dafür gibt es dann noch 3 Sterne. Diese positiven Aspekte ändern jedoch nichts daran, das Timeline in erster Linie enttäuscht und  der schwächste Film von Richard Donner seit Jahren ist.",2004-11-15,0,3,True
270,B00DR98EYK,445441767,If You Wait,N,Y,Brilliant,Easy listening....vocals are amazing,2015-07-17,1,16,False
280,B00B9HPOX6,772106328,Brief Nocturnes and Dreamless Sleep (Limited Édition),N,Y,Un goût ... de renouveau...,"Grande hésitation avant de découvrir ce nouveau Barbe à Spock... groupe que j'affectionne particulièrement depuis Beware Of Darkness... Le changement de line Up avec le départ de Neal Morse en carrière solo ne me dérangeait pas plus que ça, Nick D'Virgilio s'en sortant très bien sur le drum & lead vocal. Par contre au départ de ce grand monsieur (haaa superbe Big Big Train with English Electric 1&2!!!! ;-) ), j'ai un peu pris peur... Neal Morse puis N'D'V...  mais que reste-t-il ?<br /><br />Et bien, finalement, superbe album, chapeau messieurs !!!... un goût de renouveau... une nouvelle page qui se tourne... (et c'est pas plus mal parfois...) Jamais d'ennui ! Un prog comme j'aime : mélodique, technique, émotionnel, puissant, parfois complètement barré (hey Mister Mister Okumoto) mais toujours carré et au service de la musique ! C'est bon pour mes oreilles avec l'ampli à -20dB ! Bienvenue à Ted Leonard (superbe Tug Of War - Enchant)  et à Jimmy Keegan ! ... et vivement les LIVE ! Merci messieurs pour votre talent !",2013-05-01,0,6,True
298,B00DRDCIA2,194944816,Sherlock - Series 3 [DVD],N,Y,Best season yet!,"What can I say about Sherlock that hasn't already been said before? It's brilliant, clever, hilarious, moving, sweet. Phenomenal acting from Benedict Cumberbatch and Martin Freeman, as well as the supporting cast. Highly recommended!",2014-03-17,1,3,True
313,B00LBYYVL8,350409051,Dexter - Saisons 1 à 8 + Blood Side Box,N,Y,Magnifique,"Très beau coffret de qualité, pas en véritable bois évidemment, mais vraiment très beau.<br />Super facile de ranger les CD dans leur petites plaquettes et le résultat est vraiment classe! J'adore!",2014-09-26,0,3,False
323,B004M7OLPM,601608572,Let Them Talk,N,N,new genre for me!,"very impressed.  ive enjoyed many of Hugh's acting performances (Blackadder, Jeeves and Wooster and ofcourse House) and being honest this is the only reason i bought this album. i've enjoyed listening to this and would add that Hugh has opened up a new genre for me. i'll be looking out for more of his music in the comming years and i'll also be looking at other musicians!    Thanks Hugh and well done!",2011-06-22,1,6,False
341,B00169U7ZM,291740500,Live à Las Vegas - A New Day...,N,Y,,"un amoureux de la musique de Céline Dion, un plaisir de l'ecouter et de croire etre present dans les grandes salles de spectacle. :P  ah ah",2013-12-01,0,1,False
343,B002ZLOSLE,25717469,Avatar,N,N,Le paradis est t'il comme ça?,"Quand on voit ce film pour la premiere fois je pense que tout le monde pense<br />a la nature, au decor, a la vie tel qu'elle pourrait être. Au paradis. Je suis même<br />deçu de l'action car j'aurai voulu rester dans ce rêve eveillé. Trés trés beau.",2014-07-24,2,3,False
358,B00I3ULVLQ,376802194,Spigen Ultra Hybrid Coque pour Samsung Galaxy S5 Transparent,N,Y,Pourquoi pas un film inray able au dos ! meilleure protection.,Article de qualité supérieure bien en main que je peux même personnaliser car joliment transparent. 5* bien méritées. Merci Spigen.,2014-07-01,2,17,False
366,B0053ZAPDE,680549289,Sharp AN3DG20B Active Shutter 3D Brille,N,Y,Für ein originales Sharp-Produkt eher enttäuschend,"Ich habe bereits seit einem Jahr einen Sharp LED 3D TV (60&#34;), hatte bislang jedoch nie die 3D Funktion genutzt, was ich nun nachgeholt habe.<br />Meine Überlegung war, wenn man sich schon die passenden 3D Brillen holt, warum dann nicht etwas mehr ausgeben und direkt welche von Sharp selbst bestellen statt irgendwelcher Zubehörbrillen, von denen man oft nicht klar erkennen, ob sie wirklich kompatibel sind.<br /><br />Also flux zwei dieser 3D Brillen bestellt, was alles soweit glatt lief (eine der Brillen schien jedoch ein Rückläufer zu sein, wirkte irgendwie schon mal ausgepackt).<br /><br />Dann die Brille: Vom Design her ok (wenngleich ich keine anderen aktiven 3D Brillen kenne und daher nicht wirklich vergleichen kann) und sitzt selbst für mich als Brillenträger sehr bequem auf der Nase.<br /><br />Die Verarbeitung gibt jedoch den ersten Abzug. Während Gläser, Gestell sowie die integrierten Akkus hochwertig wirken, sind die beiden Bügel äußerst labbrig am Gestell montiert. Die Bügel wirken sehr billig und alles andere als stabil. Ob die also längere Zeit halten, sei mal dahin gestellt, hier hätte ich mir dickere, solidere Bügel gewünscht.<br /><br />Funktion: Der zweite Sternabzug begründet sich darin, dass selbst bei mäßigem Sonnenlicht beide (!) Brillen offenbar aus dem Konzept kommen und von 3D auf 2D ständig hin- und herspringen. Bewegt man mit seinen Kopf dann wieder etwas näher Richtung Fernseher, ist das 3D Bild wieder zu erkennen. Das habe ich aus verschiedenen Entfernungen ausprobiert. Auch hier nochmal der Hinweis, dass ich bislang keine anderen Aktiv-Brillen getestet habe -vllt sind solche Brillen einfach so empfindlich, ich finde es jedoch störend, will ja schließlich nicht nur im Dunkeln 3D Filme gucken.<br />Bei geringem Licht oder eben abends funktionieren die Brillen einwandfrei, der 3D Effekt (getestet mit &#34;Star Trek: Into Darkness&#34;) ist beeindruckend und erreicht Kinoqualität.<br /><br />Fazit: Angesichts des hohen Preises und weil die Brillen vom selben Hersteller des Fernsehers kommen, sollte man eigentlich sehr gute Qualität in Punkto Optik, Verarbeitung und Funktion erwarten; das ist jedoch hier nur zum Teil gegeben, daher auch nur 3 Sterne.",2013-09-24,0,13,True
369,B002HFP0QU,823862463,The Ultimate Bee Gees,N,Y,"Éiné "" múst hávé CD "" f&úúml;r Béé Géés Fáns.","Alle wichtigen und bekannten Hits sind auf dieser CD.Absolut empfehlenswert, da ja von den Bee Gees in dieser Besetzung keine Aufnahmen mehr kommen werden.<br />Diese CD ist auch als eine Erinnerung an diese Top Band zu sehen.",2012-02-27,0,6,False
370,B006Z9SP3E,464759152,The Sins of the Father (Clifton Chronicles Book 2),N,Y,Sins of the father.,"Really looking forward to the next volume.  An easy read but I found it gripping, and it kept me awake till silly o'clock on more than one occasion.  A great author.",2014-11-26,1,4,False
392,B0054IQ5PM,934394072,I Spit on Your Grave [Non censuré],N,N,Respect,"J'étais parti sur une note de 3 car il n'y a pas vraiment de scénario dans ce film.Il n'y a aucune surprise du début à la fin.<br />Mais je met 4 étoiles finalement pour la performance des acteurs et en particulier Sarah Butler.<br /><br />Nous avons ici un film assez dur et cela est due en grande partie à la prestation de cette dernière.Non pas que les images soient plus violentes ou choquantes que dans certains film d'épouvante mais Sarah Butler joue tellement bien ce rôle que cela en deviendrait réel et que parfois on a l'impression d'être \\""voyeur\\"" et pour ma part, c'est sa performance qui m'a fait sauter une partie de la scène du Viol que je trouvais assez intenable tellement elle transmettait ses émotions.<br /><br />Respect aussi aux 5 autres acteurs (Chad Lindberg nous montre sa polyvalence) qui joue leur rôle de manière fort convaincantes et arrivent très vite à se faire détester.<br /><br />On notera aussi un jeu de caméra assez sympathique, une bande son collant parfaitement à l'ambiance du film.(mais bon ça c'est pas dur à faire)<br /><br />Point négatif :<br />_Etait il nécessaire de montrer 50 fois le fessier (aussi beau soit-il) de Butler ?<br />_Manque parfois de crédibilité.",2012-09-17,2,3,True
