,product_id,product_parent,product_title,vine,verified_purchase,review_headline,review_body,review_date,marketplace_id,product_category_id,label
113,B009KS4XRO,490050721,BINGO BLITZ: Play Free Bingo & Slots!,N,Y,simply a great game,"I love this, I can access on my kindle fire, on my phone and also on my laptop. Easiest to play on fire but the people I have met so far on here are friendly and I haven't had any problems with the game. I've been playing for over a year now.",2014-10-07,1,1,True
117,222617964X,390415782,Ni d'Eve ni d'Adam,N,N,Amélie par Nothomb....,"Ceux qui aiment la littérature d'Amélie Nothomb ne seront pas déçu. Les fans d'\\""Hygiène de l'assassin\\"" risquent de l'être un peu plus. Dans la même veine que \\""Stupeur et tremblement\\"" Nothomb reste Nothomb",2007-08-28,2,0,True
161,B004GHNIRK,991687978,Les Misérables (English language),N,Y,Not an easy read,This is not a book that I would have purchsed but I downloaded this because it was free and I liked the stage show.  It's not an easy read but then I didn't expect it to be.  The story is pretty good but I felt that it tends to go off at a tangent and I have to admit I found that a bit boring.  On the plus side it did give me a better insight into the characters and has renewed my interest in seeing the show and/or film again.,2013-01-30,0,10,False
184,B00ISYLDS8,234105061,Heroes - limited Digibook,N,Y,Die beste CD,"Áls Sábátớn Fán bin ich vớn dér CD vớllkớmén bégéistért. Nájá, liégt áúch éin bisschén án dér Músik. hát áúf jédén Fáll éiné  féstén Plátz",2015-02-19,0,6,False
202,B000005RUV,298662366,The Best of Wham!,N,Y,Five Stars,Fabulous,2015-04-16,1,6,False
211,B008BM9L72,600633062,Fifty Shades Trilogy: Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed,N,Y,Overly Hyped,The story line was reasonable but the writing was very poor. It was very repetitive to the point of being boring. Tantalizing the first time but too repetitive.,2013-03-28,1,4,False
226,B00CW7KK9K,977480037,"Withings Pulse - Suivi d'activité + Analyse du sommeil + Fréquence cardiaque, Noir",N,N,,"Passé la cinquantaine.....il est intéressant de se maintenir en forme...<br /><br />le withings permet de se fixer des objectifs....en tout cas de mesurer la différence<br />Il m'a apporté ce qui me manquait...de la discipline...<br />télécharger les résultats tout les jours est assez motivant..je me sens mieux...je dors mieux  car je marche plus<br /><br />point fort.. l’écran consultable au fil de l'eau et lisible...l'application Iphone... le transfert de donnée<br /><br />en mode nuit, il faut insérer l'appareil dans un bracelet....confortable soit....mais fixation par velcro ..légère...dons si on le perd au cours de  la nuit....petite frustration le matin de ne pas avoir les résultats..<br />j'ai acheté la balance WS50...perdu trois kilos sans effort...<br /><br />rentable pour moi....<br /><br />Philippe",2014-02-28,2,14,False
228,B000024TY4,794477118,Wild Mood Swings,N,N,TOP,"top, c'est une génialissime sortie de route dans un univers pop, à écouter absolument surtout les 2 premiers extraits, the 13th et mint car",2014-02-20,0,6,False
229,B00T6NBG2I,638100644,The Great Unknown: Houdini's Castle (Full),N,Y,furchtbar,Dié Ládézéitén béim Szénénwéchsék géhén écht gár nicht! És réágiért áúch éxtrém schlécht áúf Bér&úúml;hrúngén. Wird sớfớrt wiédér déinstálliért. ..,2015-05-27,0,1,True
241,0715637037,829266740,World War Z,N,N,Huge Disappointment,"I've been quite a fan of the zombie genre for a number of years now and noticed this book by the same author as The Zombie Survival Guide. Many of the reviews were positive, commending its innovative structure. And the negative reviews didn't seem to point out anything that would prove an insurmountable problem.<br />I was wrong. The story has very little innovation to it, being little more than a collection of badly written, mistake-filled short stories. Also, the premise of a beurocrat sent to gather historical data on a concluded zombie war seems interesting at first, it is ruined by the fact that this book make a rather useless historical document in this fictional universe.<br />For one thing, Brooks is much too willing to overuse tired clichés like the strong female soldier trapped behind enemy lines, or the weak person who can't handle the pressure so kills innocent people. This just makes the whole book feel cheesy and overly dramatic, the kind of book a young student writes in the hope they're making something really unique that'll change fiction forever. In that sense he may be right, because this book has left a stain on zombie fiction almost as big as George A. Romero's \\""Survival of the Dead\\"" (seriously, watch this film, it's about Irishmen trying to train zombies to eat horses, oh, and the zombies can already RIDE horses).<br />The political messages are also extremely weak and vague, e.g. \\""The US government is so big it can't possibly work effectively\\"" is an idea that I have heard from almost every angle over the past few years and is a debate that has been going on since the founding of the USA, so it's not something I would personally describe as original.<br />But the one biggest flaw is the characters, I did not go in wanting one central character but wanting a host of interesting, diverse characters that could be engaged with. I got nothing, all the characters have a strange way of speaking that makes them seem like they had lived their whole lives in the US. The fact a Chinese doctor, an Israeli Intelligence officer and an English historian would use the exact same terms as the American author is quite a horrible let down for the reader, mainly because it feels like a mistake that could have been avoided. By far the worst of all is the character of David Allan Forbes, who is basically just Hugh Grant, talking in very polite, extremely nervous apologetic nonsense. I could almost forgive this if Brooks didn't claim that UK citizens pay 'tax dollars' (seriously? he thinks we use dollars?) and that Ludlow is in Wales (this isn't a huge problem, it's just incredibly stupid to put a lot of research into a novel only to not bother checking what country a major historical city is in).<br /><br />I still found this book entertaining as I had nothing better to do for 3 days and I was too ill to get another one. It was by no means a good book.",2012-03-07,1,0,True
254,B001BMVI8Y,887650974,Wanted,N,Y,Fantastic!,"Ever since the trailer was first shown, i've been greatly looking forward to Wanted and I wasn't dissapointed! Wanted is a truly fantastic film thanks to a wonderful cast, brilliant effects and a great plot.  The story revolves around an ancient society know as the 'Fraternity of Assassins' who kill those Fate itself has chosen. However when Cross, one of the most elite Fraternity members, turns rogue and begins to kill off other members in the society, the only hope they have lies in the hands of a Wesley (James McAvoy), a young, neurotic, self belittling accounts manger. It's now up to Fox (Angelina Jolie), another elite assassin to train Wesley in the ways of the Fraternity so he can kill Cross before it's too late and balace of life and death is thrown into chaos.   Wanted  is a fast paced, amazing action thriller that in my opinion can't come quick enough to DVD - I couldn't have Wanted more!!",2008-07-12,1,3,True
257,0345529057,134579525,"Bien mieux que la série, qui est pourtant géniale",N,Y,"George R. R. Martin's A Game of Thrones 4-Book Boxed Set: A Game of Thrones, A Clash of Kings, A Storm of Swords, and A Feast for Crows","Pour tous les amateurs de la série, je vous conseille de lire ces 4 livres, pour mieux comprendre l'univers de game of thrones, car dans la série, beaucoup de choses ont été omises ou rajoutées!!! Les livres expliquent bien mieux cet univers et ils se lisent trés vite!!!",2015-06-25,0,0,False
262,B00G3JGRCM,96839050,The Walking Dead Season 2,N,Y,Good,Pretty good,2014-10-29,1,9,False
265,B008D30K7E,122923011,Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,N,Y,A book to make you smile!,"I loved this book! It is beautifully written, taking you through many astonishing, ridiculous situations, with a gentle comic touch.",2013-01-28,1,4,False
271,0747558191,400589274,Awesome,N,N,"Harry Potter, volume 1: Harry Potter and the Philosopher's Stone","Super pour commencer &agrave; lire des livres anglophones, avec un vocabulaire simple. Et j'ai pr&eacute;f&eacute;r&eacute; la version anglaise &agrave; la française, on ressent encore plus l'esprit Harry Potter.",2011-01-05,0,0,False
277,B004X62SBQ,858561211,Gut,N,Y,Red Riding Hood - Unter dem Wolfsmond,Netter Film. Geniale Bilder.<br />Schöne Kostüme.<br />Gute Stroy. Spannend bis zum Ende.<br />Kann man nur weiterempfehlen.<br />Ich bin sehr zufrieden mit dem Kauf.,2013-03-03,0,3,False
278,B00005NUZP,150559220,Dangerous (Special Edition),N,Y,Dangerous,"Nicht nur für Michael Jackson Fans, auch für alle anderen Musikfans ein schönes Hörerlebnis. Für meine Tochter das absolut Beste!",2013-01-13,0,6,False
287,B0031RS4V6,169898603,"The Hard Way (Jack Reacher, Book 10)",N,Y,cracking as usual!,"More compelling that usual, this would make a great next movie although I'm still not convinced about Tom Cruise though!",2013-09-08,1,10,False
290,B0052AJ2KM,965052844,Sherlock - Eine Legende kehrt zurück! Staffel eins [2 DVDs],N,N,Spannende und zeitgerechte Unterhaltung!,"Bis vor etwa einem Jahr war mir der Name \\""Sherlock Holmes\\"", bzw. \\""Dr. Watson\\"" nur ein Begriff mit dem ich mich nicht näher auseinandergesetzt habe. Doch Guy Ritchie hat es mit seiner Kinoversion von Sherlock Holmes geschafft mich auf den Geschmack zu bringen, so nebenbei bemerkt auf den zweiten Teil freue ich mich jetzt schon.   Als ich letztens in der Fernsehzeitung von dieser Serie in der ARD erfuhr, hab' ich mir gedacht, kannst du ja mal reinschauen und ich wurde nicht enttäuscht. Zu erst etwas verwundert, dass das Geschehen in der Gegenwart Platz findet, doch dann komplett begeister von der Serie, die meiner Meinung nach auch etwas für das jüngere Publikum, wie mich, bietet. Kein alter, modriger Kerl mit Lupe und komischem Hut, genauso wie in Ritchies Kinoversion.   Ich freue mich schon jetzt auf die kommende zweite Staffel, die hoffentlich genauso gut wird.",2011-08-08,0,3,True
302,B005QJZ5FA,158097152,Born to Die,N,Y,qu'elle voie,trés bonne album je le recommande. c une chanteuse que je ne connaissait pas. Je regrette de ne pas l'avoir entendue avant,2013-05-27,0,3,True
312,B0041G6846,882486692,Les Miserables - The 25th Anniversary in Concert at the O2 [DVD],N,N,Les Mis 25th Anniversary  DVD,I was disappointed in this DVD. The singing was excellent but the fact that the singers were for the most part standing in a row behind a row of microphones spoilt the production. I saw Les Mis on stage in Manchester some years ago and it was excellent.  I had expected a real stage production  on this DVD and was disappointed.[[ASIN:B0041G6846 Les Miserables - 25th Anniversary [DVD] [2010]]],2011-02-04,1,3,False
315,B008J20Z1U,610952534,The Best Exotic Marigold Hotel [DVD] [2011],N,Y,Lovely film. Really made you feel you were in ...,Lovely film.  Really made you feel you were in India.,2014-08-08,1,9,False
320,0440213525,282981210,The Client,N,N,Mark's Final Decision,"In The Client, Mark Sway goes into the woods to teach his brother, Ricky, how to smoke.  In the middle of the lesson, a black car pulls up with a lawyer named Jerome, who is trying to commit suicide.  Jerome is trying to kill himself by breathing in the carbon monoxide from his car.  Mark tries  to save Jerome, but his attempts fail and Jerome catches him.  After Jerome  catches Mark, he puts Mark in the car too.  Jerome begins to talk about  going to la-la land, but then he reveals the location of the dead body of  senator Boyd Boyette, who his client from the Mafia murdered.  The FBI  knows that Mark knows where the body is, and they'll do almost anything to  find out where the body is hidden.  The Mafia also knows that Mark knows  where the body is, and they'll do anything to stop him from telling the  FBI.  Mark's lawyer, Reggie, can help him choose what to do, but only Mark  can make the final decision.  This is a great book about making choices.   Mark could tell the FBI what they need to know and risk being killed by the  Mafia.  Mark could also choose to stay silent, but then he'll have to stay  in 'jail' until he decides to talk.  WE all have to make decisions in life,  but almost none of us will probably ever have to make one as hard as  Marks's.",2000-01-23,0,0,False
325,3499256355,580501335,Tschick,N,Y,TỚP!!,"Artikel ist gut, wie beschrieben, der druck ist sehr gut auch von der Qualität. Weiter zu empfehlen. Artikel schnell erhalten.",2015-01-19,0,0,False
326,B00DQZT38G,494686933,"Belkin Chambray Batist-Hülle (geeignet für Kindle Fire HDX 8.9 (3. Generation), Fire HDX 8.9 (4. Generation))",N,Y,Jeder hat sein eigenes Einsatzgebiet,"Einsatzzweck: ich will Lesen und Videos schauen, mal surfen<br />Einsatzorte: Couch, Bett, Fitnessstudio und auf Reisen<br /><br />Stern 1: die Hülle wirkt und ist hochwertig<br />Stern 2: sie passt perfekt und alle Öffnungen sind hervorragend ausgearbeitet<br /><br />Stern 3 wäre gewesen: die Standfestigkeit - leider fand ich es sehr rutschig, die Kerben könnten etwas tiefer sein und es rutschte langsam nach hinten - wenn man sehr still sitzt und einen Film schaut geht es bestimmt, aber wenn man liest und drücken muss klappt es irgendwann weg - zum Blättern war es m.E. nicht ausreichend standfest<br />Stern 4 wäre gewesen: die Nutzbarkeit im Alltag, komplett umklappen lässt sich der Hüllendeckel nämlich leider nicht und ins Fitnessstudio würde ich es gerne schon mitnehmen, nur dann wohin mit dem Hüllendeckel am CrossTrainer? Raus aus der Hülle? Dafür habe ich sie nicht. Stellen kann man die Hülle auch nur in einer Richtung, was aber für mich keinen Stern Abzug gegeben hätte.<br />Stern 5 wäre gewesen: es geht nicht aus, wenn man die Hülle zuklappt und das Gummiband ist zwar nett, irgendwie wirkt es aber wie eine Sollbruchstelle (was aber nur eine Mutmaßung ist)<br /><br />Wer eine qualitativ hochwertige Hülle wünscht und etwas andere Einsatzorte hat - für den ist die Hülle bestimmt die richtige Wahl; für mich leider nicht, daher werde ich eine andere Hülle nun probieren.",2015-02-04,0,5,False
334,B0000C7GG2,628269477,Absolution,N,N,Du grand Muse,"Quatrième album de Muse et successeur de l'iconique ORIGIN OF SYMMETRY, ABSOLUTION avait un lourd fardeau à porter mais le final se révèle grandiose avec une flopée de titres magiques qui permet d'écouter aisément en entier l'album !",2012-11-23,0,3,True
349,0091955106,839269769,"The Life-Changing Magic of Tidying: A simple, effective way to banish clutter forever",N,Y,Have recommended this to all of my friends and family!,"This is such a cute read and on top of that, by implementing her method I have drastically tidied my house. I feel less stressed and feel like I have a lot more time and energy to do things I enjoy. I didn't even think I needed to tidy, I initially bought this book for my partner, but once I flicked through the first few pages I couldn't put it down until I had reduced my wardrobe, bookshelves and swept through the house with joy.",2015-06-02,1,0,False
354,B00637DVRI,283123738,Mad Men - Saison 1,N,Y,new York dans les années 60,"Excellente série de mon point de vue. Ce n'est pas une série où il y a beaucoup d'action mais on s'attache quand même très bien à l'histoire et aux personnages.<br />L'ambiance américaine des années 60 est très bien rendue, on voit l'évolution des styles vestimentaires, des coupes de cheveux (l'influence des beattles vers la saison 5 est top). La série reprend les grandes dates qui ont marquées ces années-là : élections américaines, guerre froide, guerre du vietnam, évolution des droits des noirs... Et puis surtout on retrouve l'état d'esprit des sixties aux US : le rôle des femmes qui évolue lentement, la société de consommation en plein boum, les hommes qui ont une vie parallèle à leur vie de famille, qui boivent et fument énormément, la hiérarchie dans les entreprises, le monde de la publicité et l'american dream.<br />Les dialogues sont très bien écrits aussi. Donc je recommande sans hésiter !",2015-01-16,2,3,False
355,B00AO2S45W,204635152,Girl Who Got Away,N,Y,Long awaited,"Well when it's one of your favourite recording artist, you normally like anything they do. This fit in with the collection.",2013-11-18,1,6,False
359,B00NMCIVG8,136010849,Maleficent,N,Y,Five Stars,Brilliant movie a must see,2014-12-24,1,9,False
371,B00C7GEI30,837069746,"Where Is the Green Sheep? by Horacek, Judy, Fox, Mem [16 March 2009]",N,N,My son is obsessed,I brought this book home from the library and my son who is 22 months old ignored it for the first week.  He then picked it up and now carries it from room to room and looks for it when it's not where he expects it to be.  He likes telling me what colours the sheep are and has learned 'up' and 'down' by using this book.  He is also keen to try to count the sheep.  It's absolutely great - simple and rhyming with not much going on in each page which helps him focus on individual things and learn.  I now have to buy it or I don't know what he'll do when it goes back to the library.  Oh - the book we have is a large paper back but I can't seem to find one of those so I hope he likes the board book as much.,2013-04-06,1,0,False
385,B00L7DMHK0,22808387,lullaby and... The Ceaseless Roar,N,Y,Five Stars,Brilliant one of the best Robert Plant has done for a long time,2014-10-24,1,6,False
396,B00K7C17QW,225472,CSI: Hidden Crimes,N,Y,Two Stars,Good game but it wasn't what I expected it to be,2014-12-10,1,13,False
398,B004AB2JVI,218937759,21,N,Y,A écouter absolument,Wahou... voilà ce que me donne envie de dire cet album! Je l'écoute en boucle et je ne m'en lasse pas!,2012-03-04,0,6,False
425,B00GSQLHBG,172799737,Die Eiskönigin - Völlig Unverfroren [Blu-ray],N,Y,Witzig und sehenswert,Wir haben den Film eigentlich für unseren Kleinen (4Jahre) gekauft. Haben ihn dann natürlich auch angesehen. Sehr schön. Der Kleine fährt voll drauf ab und kann nicht genug bekommen. Ich fand ihn auch sehr schön. Kann ihn weiter empfehlen.,2015-04-11,0,3,False
429,B0050R0XEG,888287444,Difficile à trouver et il est venu à moi ;-),N,Y,LEGO Creator - 10220 - Jeu de Construction - Le Camping-Car - Volkswagen T1,Ce modèle m'a fait faire plusieurs magasins sans succès puis je l'ai enfin trouve en vente mais à un prix exorbitant tandis qu'avec amazone je l'ai reçu au relais colis pour le meilleur prix .,2014-02-16,2,2,True
438,B00BL1BIZ8,272231685,Iron Man 3 [DVD],N,N,A Rousing Iron Man Sequel that Unveils Tony Stark's Humanity,"Directed by Shane Black, \\""Iron Man Three\\"" is a worthy sequel in the ongoing Marvel cinematic franchise, and one intelligent enough to raise the question as to whether the character of Iron Man will return in the future, or will he be replaced by the Iron Patriot, the superhero alter ego of Colonel James Rhodes (Don Cheadle). This is a fast-paced, action-packed film that will remain one of the Summer of 2013's biggest hits, not only due to the special effects and Robert Downey Jr.'s emotionally complex portrayal of playboy billionaire inventor Tony Stark, but also from Gwyneth Paltrow's Pepper Potts - who has a lot more screen time in this sequel than in the prior \\""Iron Man\\"" films - and Guy Pearce's diabolical nanotechnology entrepreneur Aldrich Killian, with Ben Kingsley's character stealing almost every scene he appears. Haunted by the recent alien invasion of Earth and the climactic battle in the streets of - and the sky above - New York City (\\""The Avengers\\"") Tony Stark opts to confront the mysterious terrorist \\""The Mandarin\\"" (Ben Kingsley) with disastrous results for himself and Pepper Potts, forcing him to go on a personal manhunt - without relying on his \\""Iron Man\\"" suits for most of the film - for \\""The Mandarin\\"" and Aldrich Killian, whom he encountered - and snubbed - during a 1999 New Year's Eve party in Switzerland. This time Killian is seeking much more than obtaining Stark's financial help in his then start-up nanotechnology firm; he's going after the President of the United States (William Sadler).  Black does a fine job paying homage to Jon Favreau's directing of the two previous \\""Iron Man\\"" films - with Favreau himself returning in a memorable cameo role - but it would be a stretch to say that this is the best \\""Iron Man\\"" film so far. However, as I have noted, it is a worthy sequel and a thrilling action-packed film that should captivate huge audiences for most of this summer.",2013-05-11,1,3,True
460,B001IYO2BA,493271953,Quo Vadis [Blu-ray] [1951] [Region Free],N,N,Is the correct one,"If you have seen this film before you will not need a review, I just wanted to point out that it is the correct film, I have this on my Blu-ray player as I type and this film certainly stars Robert Taylor, Peter Ustinov and Deborah Kerr, the picture is as you would expect from a Blu-ray film, outstanding for a film made in 1951, if you are worried that they have the wrong film out on blu-ray do not fear, I just have to point out to the previous review, because the states are not putting the film out for a few months does not mean the UK can not issue it first, after all the original Batman films are out on Blu-ray here but not in the US yet, buy this you will not be dissapointed.",2009-02-01,1,3,True
461,B003LPTB4M,98955883,Sennheiser Hd 215 Closed Back Headphones With High Passive Noise Attenuation,N,N,At last...a headphone for all reasons!!,"I'm a professional musician, a keyboardist, and I require headphones that not only give me true bass, and crystal clear trebles, but are comfortable to wear for hours at a time while recording.  These headphones are remarkable in all aspects of music.  They also work really well with the computer for gaming, the tv and movies, and the list goes on. The ear cups are amazingly roomy, and don't take away from sound.  I also wear glasses, and I would recommend these phones highly to anyone who needs their glasses on while wearing headphones....very very comfortable. One other point, which I've tested.  If you work in an office or somewhere there is background noise, you can muffle it with these phones, as the coiled cord can be removed, leaving you in peace and quiet to do your work!<br /><br />So, yes, I would wholeheartedly recommend these headphones to anyone serious about great sound, and good value.",2011-06-28,1,13,True
480,B007SYWFRM,519073536,Ice Age Village,N,Y,Fun to play,A good game to play nice graphics.  Once the game starts time seems to fly by.  Finding things a bit expensive to buy but I guess over time I'll earn enough money to buy what I need.,2013-01-14,1,1,True
485,0345337581,580959759,"The Memory Book: The Classic Guide to Improving Your Memory at Work, at School, and at Play",N,N,A very helpful book,"This bớớk is véry gớớd!  Whén yớú réád it, yớú súddénly knớw hớw éásy it is tớ rémémbér á 20 digit númbér. Ánd múch mớré liké this. Hé éxpláins fớr éxámplé hớw tớ rémémbér cárds ớr námés. Évén ábsớúrt námés! Ánd múch mớré.  Ánd fớr this pricé yớú cán't sáy ánything ágáinst it!",2010-05-08,0,0,True
