,product_id,product_parent,product_title,vine,verified_purchase,review_headline,review_body,review_date,marketplace_id,product_category_id,label
103,B0053ZT6ZW,910631178,FIIO - E11 amplificateur de casque,N,Y,Exceptionnel !,"Comment peut-on sortir un tel son avec un aussi petit ampli ? Et bien, c'est simple, avec un ampli Fiio.  La belle boîte métallique ouverte, on découvre un petit objet très bien fini avec une batterie amovible (comme celle des téléphones mobiles, il s'agit d'une batterie utilisée par Nokia sur pas mal de ses mobiles, coût de remplacement très modique).  Le branchement est on ne peut plus simple, et en avant la musique ! Le son se fait plus dense, plus aéré, les détails sont plus fins, la scène s'élargit, sans avoir besoin de pousser outre mesure le potentiomètre. On gagne dans tous les registres et votre casque ou vos écouteurs peuvent s'exprimer pleinement. Quelle différence lorsqu'on enlève l'ampli, vous avez l'impression que le son est étouffé !  L'ampli est fourni avec un câble USB pour le rechargement, un câble de connexion pour votre lecteur Mp3 et un élastique très solide pour fixer l'appareil au lecteur.  J'avais lu de nombreux tests sur les amplis nomades et on peut dire que je suis conquis. Le rapport qualité prix est imbattable.",2011-07-19,0,13,True
115,B00D48TO02,689880460,The Walking Dead - L'intégrale de la saison 3 [Blu-ray],N,Y,de mieux en mieux,saison 1 : super même si il n'y a que 6 épisodes<br />saison 2 : encore mieux que la saison 1.<br />saison 3 : encore mieux que la saison 2.<br />saison 4 : J'AI TROP HATE .,2013-11-14,0,3,True
116,B0051X56FK,854068459,4 [Deluxe Edition],N,N,The most orginal CD out there at the moment!,"I'm sure that if Beyonce wanted, within a second she could've record a club-banger album, featuring all the charting \\""rappers\\"" and David Gueta-s out there.  The album would've been a hit and every single from the album would've been a summer anthem.    But, thank God, Beyonce wanted to actually try something new and not follow the path the everyone expects her to go on.  In this album she mixed the 70s with 90s R&B, and thus created a truly interesting album to listen to.    There are some great ballads and a few up-tempo songs, all featuring beyonce's amazing voice.    I recommend this album to anyone who is sick with the trash-pop that conquered the mainstream media,  and want's to hear something new and original.    B revolution!",2011-08-09,1,6,True
123,B00000IMTF,222061624,Rising,N,N,Bláckmớré's Glánzstück,"Ritchié Bláckmớré ist dér wớhl bésté Gitárrist nébén Jimi Héndrix állér Zéitén. Déép Púrplé lébté vớn séinér Géniálität (áúch vớn séinén Éxtrávágánzén). Nách dém Brúch mit séinén áltén Kớllégén tráúérté ér nicht lángé únd stéllté mit Ráinbớw éiné néúé Bánd áúf dié Béiné. Ér sớllté séiné áltén Kớllégén schlágén, únd zwár úm réichliché Längén! Dás zwéité Ráinbớw-Álbúm ist zwéiféllớs éin Méilénstéin in dér Rớckgéschichté. Áúf diésém Álbúm stimmt éinfách állés. Ớhné éinén Rớnnié Jámés Diớ wäré dás Wérk nátürlich áúch núr dié Hälfté wért. Dié Trúppé bildété éiné fántástisché Éinhéit. És ist méinér Méinúng nách sớgár éinés dér béstén Álbén übérháúpt. Schádé núr, dáss káúm Titél vớn diésém grándiớsén Álbúm livé géspiélt wúrdén. Wér diésés Álbúm nicht kénnt, dém féhlt éin Stück Rớckgéschichté. Diésés Álbúm ist nún wirklich éin &qúớt;Múss&qúớt;!!!",2002-06-02,0,6,True
146,B00NV5PD8U,260957349,The Endless River,N,Y,,On retrouve avec plaisir le rythme et les tonalités qui ont fait de Pink Floyd un groupe pas comme les autres.,2014-11-12,0,12,True
150,B00007CW2T,755132112,"Emotion,Veracit&eacute; , Chef d'Oeuvre!  Voila le programme",N,N,"Band Of Brothers, frères d'armes : L'Intégrale de la série - Coffret 5 DVD","Voil&agrave; un film qu'on ne se lasse pas de voir et revoir.... En effet cette serie se base sur la vie d'une compagnie depuis son entrainement au USA jusqu'a l'armistice. L'image est saisissante,accompagn&eacute; d'une musique parfaite, les acteurs sont pour une fois juste, pas de bravoure exacerb&eacute;e.<br />la Vie, La vraie de ces hommes qui ont combattu loin de chez eux...<br />Chef d'Oeuvre en 10 &eacute;pisodes, et avec le coffret 6DVD prennez le temps d'&eacute;couter l'Histoire et la confesion de ces hommes, nous relativiserons alors peut être nos petits malheurs.<br />A acheter sans penser....",2002-12-08,2,3,True
157,B0089LX8DS,482485268,Eva,N,N,bon film,film agreable a regarder mais ce n'est pas non plus un film de legende. on passe un bon moment. RAS,2013-04-09,2,1,True
164,1407109081,245449872,The Hunger Games,N,N,Cannot wait for the second book,"I have to say, like many others out there i discovered this book thanks to Stephenie Meyer's review on her website. Her being the author of possible the best vampire story in history, i trusted her judgement on Hunger Games completely and i bought this book the first chance i got.  The day it arrived in the post, i found myself staying up until four in the morning - i literally didn't put the book down until i finished it! Being a huge bookworm myself, i felt i inhaled the wonderfully orginal storyline and the lovable characters along with all that the Hunger Games had to offer. I didn't want it to end, yet i couldn't get through it fast enough.   The only bone i have to pick is the long wait for the second instalment of this fantastic series. In the hurry to finish this book, i had no idea that this was in fact a series, until the little clue at the back of the book revealing the \\""coming soon\\"" of Catching Fire. I seriously cannot wait for the next book, but trying to fill in the time with rereading The Hunger Games!  I deeply recommend this book for anyone searching for a completely unique storyline with a very promising future!",2009-06-30,1,0,False
169,B002VPE1WK,839407277,,N,Y,AmazonBasics Sac à  dos pour Appareil Photo Reflex et accessoires Noir,"Après plusieurs mois d' essais, je peux affirmer qu' il n' est pas possible de trouver mieux à ce prix. Je n' ai fait qu' une seule modification: j' ai cousu un renfort en toile de bâche étanche sur le fond pour protéger le sac quand on le pose au sol.",2014-05-24,2,18,False
176,B00GP3FM0O,842229658,Rocky - L'intégrale de la saga,N,Y,beau coffret avec 6 dvd,beau coffret avec 6 dvd Rocky et toute ma jeunesse et revenue j'ai super bien aimer mais d'après mes source des suite son a venir,2015-03-11,0,3,False
179,B0019REVRG,111137011,,N,N,Zodiac (Director's cut) [Blu-ray] [Import belge],"Ceux qui veulent constater le \\""plus\\"" indéniable qu'apportent un son et une qualité visuelle en haute définition se doivent de regarder ce film, car tous les Blu-Ray ne se situent pas à ce niveau-là, loin s'en faut.  L'histoire elle-même est passionnante aussi, grâce à l'angle choisi par le metteur en scène. On est bien loin du \\""Silence des Agneaux\\"" ou de \\""Dirty Harry\\"" ici. Au lieu de rechercher à tout prix du spectaculaire, on nous propose de vivre l'envers du décor. Ici, pas de super héros plus grand que nature, pas de dirty Harry qui dégomme les méchants par douzaines, mais des hommes ordinaires, des policiers et des journalistes qui font beaucoup d'erreurs, qui tergiversent... On ressent leur sentiment de frustration tout au long de cette interminable enquête. Et à la fin on a compris beaucoup de choses sur le thème éternel du \\""Crime et châtiment\\"".",2009-05-11,2,3,False
186,B0017KKJK8,800629893,Sex and the City: The Movie [2008] [DVD],N,Y,SATC forever,"I received the DVD in its original case, without any damage. As regards the movie, what can I say? :)  The islander gals are fantastic, and it is total fun to watch the fashion show in every minute of the movie. Enjoy!",2011-08-26,1,3,False
195,B008X0RXMM,25717469,Avatar [Blu-ray],N,Y,pure merveille,"Avatar de cameron est sûrement la plus belle pièce 3D existant actuellement, et avec le seigneur des anneaux de jackson ce que j'ai vécu de plus fort au cinéma!<br />Ne pas hésiter, pour ceux qui sont équipés, de replonger sur un écran de salon dans AVATAR 3D. La promenade en forêt, les plongeons dans le décors naturel sur leur animaux ailés est tout simplement  tripant!!!<br />Quant à l'exactitude d'amazone à livrer ce chef d'oeuvre classique du cinéma, elle est à la hauteur de l'événement!",2012-10-20,2,1,True
213,B007IL59D2,704277640,The Kingmaker's Daughter (Cousins War Series Book 4),N,Y,Five Stars,Another hit for Philippa Gregory.,2015-02-10,1,4,False
235,2266186671,974337128,L'homme qui voulait être heureux,N,Y,,Je dévouvre l'auteur et suis emballée par le style d'écriture. L'histoire est truffée de messages à lire et relire sans modération.,2013-01-12,2,0,False
252,B004SRPXWQ,577003747,Talking Tom Cat Free,N,Y,dont like rhis version,I really don't like this version of talking tom the updated version is much better. I downloaded this thinking it was the same as the version on my windows phone but realised it wasn't the same so got the updated version and its much better.,2014-06-19,1,1,True
283,B002RVZV9K,178080609,nicht am DVD Player abspielbar  (Europa),N,Y,It Might Get Loud [DVD] (2009) Jimmy Page; The Edge; Jack White; Link Wray; Bono (japan import),"És ist núr Ärgérlich,dás dér Film núr áúf dém PC zúm Ánscháúén ist,wéil áúf dém DVD Pláyér dié Ländérkénnúng éin ábspiélén vérhindért (án 2 Pláyérn áúsprớbiért )",2013-05-19,0,3,True
284,B008L1GZOK,665899180,"Symphonies, Intégrale",N,Y,,Brüggen était magique quand il jouait de la flûte.<br />Il l'est tout autant comme chef d'orchestre.<br />Quel régal!<br /><br />Henri Ganty,2014-03-03,2,6,True
291,B00BMD8E0C,796216043,The Golden Age,N,N,Sehr tolles Album!,"Ich kannte den Künstler vor der Vodaphone-Werbung nicht, aber ich bin restlos begeistert! Ein sehr chilliges Album und meiner Meinung nach absolut nicht Mainstream!",2013-10-28,0,12,False
307,B003ZVJN3G,844845858,24 - Season 8 (6 DVDs) Box-Set,N,Y,Éin würdigés Éndé áls éin Schréckén ớhné Éndé !,"Es ist Zeit, dass Jack Bauer in den TV-Ruhestand geht. Zwar wird hier nochmals mächtig angerührt mit Verschwörungen, Verrätern oder Attentätern, aber irgendwie hat man doch das Gefühl, dass einem das Ganze nicht mehr gross überraschen kann. Das fängt bei der obligaten Ratte im CTU an, geht über den russischen Bösewicht bis hin zu der Person, von der man es natürlich nie im Leben gedacht hätte, dass die auch noch was Böses im Schild führt. Das alles wird zwar in 24 Season 8 auf relativ hohem Niveau praktiziert, aber der ganze grosse Schuss, die atemberaubende Spannung und das gigantische Finale bleiben leider aus.     Gespielt werden die alten und bekannten Recken natürlich von den gleichen Darstellern, die, im Fall von Kiefer Sutherland und Mary Lynn Rajskub sogar schon von Anfang an, ihre Rollen seit einigen Staffeln mimen und inzwischen eine gewisse Routine an den Tag legen. Das kommt im Fall der US-Präsidentin recht gut, und auch einer der besten Bösewichte der ganzen Serie, Präsident Charles Logan, darf wieder mittun. Ein bisschen zahnloser als auch schon, aber immerhin. Als potenzieller Nachfolger von Kiefer Sutherland entpuppt sich Freddie Prinze Jr., der allerdings noch immer gegen sein Teenie-Image ankämpfen muss.",2011-07-28,0,11,True
348,B0045GZ5N2,687792236,Deleted Scenes From The Cutting Room Floor,N,Y,Tolle Sommer-Gute-Laune Musik,"Ich habe mir dieses Album hier angehört und direkt als MP3 runtergeladen, da es auch recht günstig war. Ich bin sehr begeistert und finde dass es ein schönes Album, gerade für den Sommer, ist. Man bekommt direkt gute Laune. Einige Lieder sind im 60er Jahre Stil und es ist abwechslungsreich. Es hebt sich meiner Meinung nach von der ganzen Masse ab. Daumen hoch und mal sehen was Caro Emerald als nächstes rausbringt.",2012-05-08,0,12,False
360,B000002G8L,487127174,Just One Night,N,N,,"Probablement le meilleur enregistrement live de Clapton avec les morceaux du live de Derek and the Dominoes, «At the Fillmore east». Le jeu et le son de Clapton sont exceptionels, mais c'est surtout la coh&eacute;sion et la pêche du backing band de luxe qui l'accompagne qui sid&egrave;rent et qui permet au patron de se laisser d&eacute;coller pour monter si haut. Ce live serait un must du fait de la seule pr&eacute;sence de Albert Lee (qui signa le «Setting me up» popularis&eacute; par Dire Straits), un grand guitariste qui illumine bien des instants de ce disque : r&eacute;solument blues et boogie rock, ce disque balance d'une mani&egrave;re franche et heureuse. «Blues Power» et «Tusla time» sont des joyeux de rock n' roll o&ugrave; Clapton swingue  et atteind des sommets, prenant des chorus o&ugrave; il semble remporter haut la main la course sur ses d&eacute;mons. Un album heureux, laid back et magistralement interpr&eacute;t&eacute;.",2004-04-28,2,6,True
373,B009AZZ6H8,192493517,King Animal (Mintpack),N,Y,,"Énergie du début, sons distordu, chant cornélien... Retour réussi du Soundgarden.... C'était pas gangétique vue la carrière en demi teinte de Chris CORNELL.",2013-01-20,2,6,False
382,B00005YUFK,396022691,Hope [Import allemand],N,Y,,très bon intérêt artistique et excellente qualité sonore  magnifique saxo et dernière plage très dynamique...,2010-06-16,0,6,False
400,B00445U1XI,688413450,Ich - Einfach unverbesserlich,N,Y,ein klasse...,"Film, der mich immer wieder zum Lachen bringt.<br /><br />Der Film ist einfach nur zu empfehlen. Diese kleinen, gelben Minions sind unglaublich süß und Teil1 und Teil 2 des Films sind einfach nur göttlich lustig :)",2014-08-23,0,3,False
416,B00VRYCGLO,183194229,Mahjong Journey®,N,Y,Five Stars,"Great game, excellent Thanks",2015-08-24,1,1,False
421,B00E9ZXFO0,77682141,Le Hobbit : Un voyage inattendu [Version longue - Blu-ray + DVD + Copie digitale],N,Y,Encore un film en BR démoniaque...,"Simplement pour dire que ce film a été beaucoup plus apprécié chez soi qu'en version Imax en 3D en salle...<br />C'est tout dire !<br />Une définition à couper au scalpel, effets de relief saisissant et pourtant en version...2D, et une colorimétrie sans commune mesure VS la version 3D vue en salle...<br /><br />Pour moi je préfère une superbe version 2D plutôt qu'à celle d'une 3D qui décidément, ont des effets de relief+colorimétrie ayant encore bien du chemin à faire...<br />Avis tout à fait personnel...<br /><br />Quant à l'histoire, simplement quelques remarques critiques de scénario :<br />Trop de chants et la partie trolls est limite infantilisante, pas dans la tonalité / esprit de la Trilogie...<br />Par contre l'édition Longue est un plus indiscutable tout comme les précédentes.<br /><br />Sinon c'est un Blu-ray de référence à rajouter dans sa collection, sans nul doute.",2014-03-15,2,3,False
424,B005NYGPU2,103675395,Plantronics Voyager Pro HD Bluetooth Headset schwarz,N,Y,Super Headset,Sehr gute Sprachqualität!<br />Akkukapazität des Headsets in meinem iPhone 4 angezeigt<br />Sehr leicht kaum spürbar  beim tragen!<br />Der Sensor für die Gesprächs Annahme funktioniert auch sehr gut<br />Insgesamt ein gutes Gerät!!,2012-09-09,0,17,False
464,B00JKTX086,684441710,Joyland (Hard Case Crime Book 112),N,Y,As intriguing as ever.,Outstanding. I really enjoyed this. It recreates the past. Loved it.,2014-11-08,1,4,False
479,B009RXCIDS,11362581,The Piano Guys,N,Y,Great CD although product description neglects the NTSC DVD!!,"I adore the Piano Guys and this album is superb.<br /><br />HOWEVER, this particular listing comes with 1 CD and 1 DVD which is in NTSC format... this is NOT described anywhere in the description which is VERY poor. The fact that the DVD is NTSC means that I cannot play the disc on any of my players as I am from the UK which uses the PAL format. Nowhere on the description does it state that it is from a different territory so I am very disappointed with Amazon for not accurately describing this product properly. I would give it 3 stars as I cannot use the DVD, however, I don't want to damage the Piano Guys' rating as they are truly wonderful and shouldn't be marked down in Amazon's error.<br /><br />Awesome CD, absolutely worth getting!!",2013-02-14,1,6,True
481,B0054IQ5PM,934394072,I Spit on Your Grave [Non censuré],N,Y,,"Bonsoir,<br /><br />Excellent film ou toutes  les recettes du suspens sont appliquées. .Un bon moment a passer entre adultes avertis.<br /><br />Bonne soirée",2013-03-25,2,3,True
499,2070541274,792762056,"Harry Potter, tome 1 : Harry Potter à l'école des sorciers",N,Y,le premier d'un long filon,"Acheté pour savoir ce qui passionnait mes petites-filles, j'ai été un peu déçue. Mais il parait que cela s'améliore ensuite. Le côté magie  m'inquiétait mais cela n'y semble pas malsain. Si elles m'en prêtent la suite, je la survolerai pour maintenir la discussion !",2014-11-06,2,0,True
501,B005NYGPU2,103675395,Plantronics 85690-05 Oreillette sans fil avec technologie Smart Sensor,N,Y,Oreillette Bluetooth Plantronics,"Très bon produit. Très intuitif d'utilisation, très ergonomique et très performant.<br />La qualité du son est très bonne. Me permet de téléphoner complètement librement en voiture : c'est très agréable.",2012-10-03,2,13,False
511,B0063IH60K,414486782,Solitaire,N,Y,für mich ein muss,"Ich liebe es, ab und zu dieses Spiel zu spielen. Geht auch offline. Ruckelt nicht, läuft super auf dem S3.",2012-12-07,0,1,False
526,B007ZXK08C,93816562,Gone Girl,N,Y,Very good read,"A bit slow to start, but that just added more to the story, once it got going it was like a runaway train, brilliantly written.",2013-06-02,1,4,False
537,B003A2JBUK,360855735,LEGO - 5813 - Jeux de construction - LEGO DUPLO cars - Flash McQueen,N,Y,beau joue,"Un beau jouet Cars en Lego, mais seulement la voiture, un cactus et un drapeau, ça fait vraiment peu pour le prix!!!",2013-05-14,2,2,False
548,B002VPE1Z2,268567675,Tásché éntspricht nicht dén ángégébénén Ábméssúngén,N,Y,AmazonBasics Universal Soft Camera Case for Digital Cameras,"Ich muss mich einigen vorherigen Rezessionen anschliessen - die ich leider bei meiner Bestellung nicht berücksichtigt hatte. Auf keinen Fall entspricht die Tasche den angegebenen Abmessungen, weshalb sie auch deutlich zu groß für meine Kamera ausfällt und ich mich gezwungen fühle, den Artikel zurückzusenden. Die tatsächlichen Maße sind eher 14x10x5 cm",2013-03-18,0,18,True
558,B00FZLFQ0I,172799737,Frozen [DVD],N,Y,Unmissable,Unmissable re-working of the Snow Queen legend.,2015-02-10,1,3,False
563,B000EMGAU8,348370787,Munich,N,N,interessant,"Je m'attendais à une traque, un thriller , un jeu de piste halletant permettant de retrouver les palestiniens, à voir comment tous les meurtres étaient préparés, organisés . Bien sur on voit tout cela dans le film meme si la traque ne passe que par les dénonciations d'une mystérieuse organisation francaise dont on aimerait en savoir plus (est ce la mafia, des barbouzes ...)mais ce n'est pas ce que spielberg a voulu mettre en avant. Le propos de spielberg est de traiter d'avantage la psychologie des personnages face à une traque inhumaine au coeur d'un conflit sans cesse en escalade . Les doutes et les rencontres d'avner lui font comprendre que la vengeance n'amènera qu'une escalade de la violence d'un coté ou de l'autre ainsi que dans tout autre conflit idéologique . On peut taxer spielberg de philosophe de bas étage tombant dans le manichéisme sauf qu'il a profondémment raison (L'histoire du monde le prouve). La preuve c'est l'acceuil fait au film par les autorités israeliennes qui n'acceptent pas que israeliens et palestiniens soient traités sur un pied d'égalité . Ils attendaient probablement de la part du réalisateur de la liste de schindler une position plus militante . Ils en seront pour leurs frais . Au dlà de tout cela Munich est superbement interpreté: Eric Bana, Daniel Craig font preuve d'un charisme étonnant , Les seconds roles sont tous savoureux de geoffray Rush à Michael Lonsdale en passant par Mathieu Almaric . Les scenes d'actions et la photographie n'ont rien à envier à personne .Certes le film est parfois un peu décousu et souffre de regards quelque peu caricaturaux (les francais aiment le vins , la cuisine et le marché pres de la tour eiffel sort tout droit d'avant guerre)sur les pays traversés mais reste supérieurà 99% de la production actuelle . Non malheureusement ce n'est pas un chef d'oeuvre imperissable mais un vrai bon film d'action qui a l'intelligence d'un vrai parti pris (pas évident pour spielberg à la base), ce qui est dejà énorme",2006-12-12,0,1,False
566,B00GZ2BGGY,544521984,High Hopes,N,Y,Der Hoffnungsträger ist zurück!,"Ich möchte hier gar nicht viel schreiben. Die vorigen (wenn auch bis jetzt nur 3) Rezensionen sagen einfach alles. Kurzum: Ich bin positiv überrascht und sehr angetan vom neuen Album. Sicherlich, Tom Morello ist nicht jedermanns Sache und auch ich bin kein Fan von ihm, aber so skeptisch wie ich zuvor war bin ich nun nicht mehr. Das Album klingt frisch und sehr interessant.<br /><br />Der absolute Topsong ist für mich \\""The Wall\\"", aber es gibt wirklich vier oder fünf Songs, die ich schon jetzt zu meinen Lieblingen zähle und bei denen ich mich jetzt schon freue, diese mal live zu hören.<br /><br />5 Sterne von mir, für ein sehr schönes Album und einen Bruce Springsteen, der mich auch nach so langer Zeit immer wieder (positiv) überrascht!",2014-01-10,0,6,True
581,B00HYF61I4,300228080,"Perixx AX-4000, Casque intra-auriculaires - Casque gamer - Boitier aluminium - En ligne Omni microphone directionnel - Cas portant de voyage - Compatible avec iPhone, Android et appareils mobiles",N,N,Prix correcte pour des ecouteurs correcte.,"Je m'attendais à mieux, et à pire. Le son est correct, rien de bien incroyable là, je trouve juste le son un peu &#34; plat &#34; par ce que je suis habitué à un casque gaming 7.1, donc forcement y a de la différence.<br /><br />Le microphone est bon et en jeux les écouteurs font preuve d'une bonne efficacité, par exemple dans un First Person Shooter on entend plutôt bien les pas de vos ennemis permettant d'anticiper votre prochain coup. Pour la musique la rien de bien excitant, mais que ce soit sur smartphone ou sur sur PC, ça fait son boulot.<br /><br />Pour le prix actuel 16,99€ ça vaut le coup, mais le prix initiale de 30€ est un peu haut à mon avis, je vous recommanderais plutôt des &#34; AX-4200 &#34; (de la même marque) que je préfère.<br /><br />En conclusion, oui ce sont de bons écouteurs mais ne vous attendez pas au paradis non plus, ces écouteurs la font leur boulot et ils le font bien.",2014-11-12,2,23,False
587,B003ELOQD4,889099540,U2 360° At The Rose Bowl [Blu-ray],N,Y,magnifique,"c'est un magnifique concert avec une qualité d'images exceptionnelles. c'est que du bonheur, on s'y croirait vraiment!!! si vous voulez du frisson n'hésitez plus!!!.",2012-10-11,2,3,False
