,product_id,product_parent,product_title,vine,verified_purchase,review_headline,review_body,review_date,marketplace_id,product_category_id,label
201,B00ERIUO02,836984168,Prism - Edition Deluxe,N,N,,"Amateur de Punk/Rock/Metal, Katy Perry n'est à la base pas vraiment mon style de musique, mais son album Teenage Dream avait su me séduire avec plusieurs titres forts.<br /><br />Si Roar restait plus ou moins dans la ligné du précédant album, j'ai trouvé les autres pistes moins accrocheuses même si y'a quelques titres sympathiques. Verdict ce \\""Prism\\"" est pas mal mais pas aussi bon que je l’espérais.<br /><br />Coté support vous trouverez un album en édition cartonnée solide mais qui ne se ferme pas comme pourrait se ferme un boitier classique, le livret de paroles et un triangle en carton pour respecter le titre de l'album.<br /><br />Bref hormis les 3 chansons pas exceptionnelle et son emballage carton cette édition deluxe aurait pu être mieux fournie (photos supplémentaires? un dvd live?).",2013-10-23,2,6,True
245,B000069CWE,885835289,Reanimation,N,N,F&uuml;r eine Remix CD absolut spitze!,"Mein Gott, warum muss immer alles geremixt werden, warum kann man nicht einfach einen Song raus bringen und es dabei belassen?? Das ist eigentlich meine Meinung zu Remix-CD's. Doch &bdquo;Reanimation\\"" ist mal eine richtig gute Remix CD!! Ich m&ouml;chte sogar behaupten, dass einige Remixe fast noch besser sind als die Originalversionen, obwohl die neuen Versionen wirklich nicht mehr allzu viel mit dem Originalstil von Linkin Park zu tun haben. Die Remixe gehen in alle m&ouml;glichen Richtungen. Der Remix von &bdquo;Crawling\\"" hat z.B. fast schon einen klassischen Hauch, &bdquo;Forgotten\\"" geht in eine geniale HipHop Richtung, wobei andere &bdquo;Neumischungen\\"" fast noch h&auml;rter als das Original sind (z.B. With you). Es ist also nicht eine reine HipHop-Remix-CD - wobei das schon &uuml;berwiegt -, aber Abwechslung wird auf jeden Fall geboten. Bei diesen Experimenten ist eine geniale CD raus gekommen, die sich absolut sehen lassen kann und sich hinter der &bdquo;Hybrid Theory\\"" wirklich nicht verstecken muss.<br />Meine Favoriten habe ich schon erw&auml;hnt, das w&auml;ren zweifelsfrei &bdquo;KRWLNG\\"" und &bdquo;FRGT_10\\"". Aber &bdquo;ENTH E ND\\"" und &bdquo;WTH_YOU\\"" sind auch sehr gut gelungen. Nat&uuml;rlich gibt es auch ein paar St&uuml;cke, die schlicht und einfach nicht gut sind, aber es w&auml;re sehr verwunderlich gewesen, wenn jeder Remix ein Hit w&auml;re, so was ist fast ein Ding der Unm&ouml;glichkeit. 2, 3 Songs sind wirklich total schlecht, und es wird einem fast sogar gleich der Spa&szlig; an der Originalversion verdorben, weil man dann immer diesen Remix im Ohr hat, aber es h&auml;lt sich doch noch in Grenzen, h&auml;tte weitaus schlimmer sein k&ouml;nnen. Alles in allem also eine sehr gute CD, bei der man den Kauf bestimmt nicht bereuen wird.",2004-07-04,0,6,True
246,B000ZMX8CU,739717256,Vox Amplug Classic Rock Guitar Headphone Amplifier,N,N,Vox amPlug Classic Rock,"A great sound for the money, and comes pretty close to a full 'hard' rock sound.   It's ideal for practicing, when you -  a) Can't be bothered to drag out the full amp/effects setup.  b) Have noise restrictions.    The construction feels/looks quite plasticy and cheap, so not sure how long it will last (But I haven't had an issue so far); hence the 4 stars instead of 5.",2010-03-05,1,13,True
250,B0009PAVI2,223587242,Très bien,N,N,Tamrac TA-Y536301 Etui Noir,"Le produit correspond à mes attentes : une pochette simple et robuste pour emporter facilement mes filtres photos avec moi tout en les protégeant. Les  poches les plus grandes accueillent sans difficulté des filtres de 77mm, celle de devant est un peu plus étroite.",2011-02-01,0,5,True
255,B000M05W10,243283747,Jerry Maguire,N,N,Career Politics In the Sports World,"In Jerry Maguire , Tom Cruise gives a substantial portrayal as a sports agent who is forced to reinvent himself (careerwise) after he is fired by the same guy that he mentored. He was writing for Sports Management International and had written a mission document type of book that caught the interest of an accountant in his office named Dorothy Boyd (Renee Zellweger). The character of Boyd also becomes important in the movie because she is the one who follows Maguire, despite  the uncertainty, after he is let go from his job. Maguire’s former prot&eacute;g&eacute;e secures most of his previous clients. Luckily for Maguire, he at least is able to successfully make a deal with Rod Tidwell, a professional football player (played by Cuba Gooding Jr.).",2014-04-19,2,3,False
266,0446343129,484346258,Sugar Blues,N,N,Kick your sugar habit and start feeling great!,I came upon this book in the Library and I just thought I would take it  home and read it for fun.  I had no idea this would change my life.  This  is a thoroughly researched and detailed book but only for those people with  open minds. After reading the book I tried to locate a copy to keep but I  could not even find this book at a national chain. Good old Amazon had it.   I am now on an anti sugar crusade and when anyone asks me I tell them about  Dufty's book.  I have also begun purchasing several at a time and giving  them to people I feel are open to learning and changing themselves.,1998-09-18,0,0,True
274,0395177111,276015944,The Hobbit,N,N,This is a story that grows with the reader.,"In a mythical or maybe just forgotten time, many creatures lived in places like the Shire, home to Bilbo Baggins, Hobbit. Hobbits are comfort loving creatures with no real sense for adventure. A knock on the door and Bilbo's life is about to change.<br />Calling this book children's book is like calling &quot;Alice in Wonderland&quot; [see \\""The Annotated Alice\\""] a children's book. Yes children can read this book and it is fun. How ever there is a lot more to this book than a cute story. And it has all the depth of the other Tolkien works with the exception of being shorter.<br /><br />Many people look at this story as a prequel to \\""The Lord of the Rings\\"", where in reality it is a stand-alone story with a perfectly good beginning, middle, and end. When you read &quot;The Lord of the Rings&quot; there is enough description to forgo &quot;The Hobbit.&quot; Personally, I find that reading The Lord of the Rings first gave me the in-depth background to better appreciate The Hobbit.<br />Many of the creatures and adventures will put you on the edge of your seat. You will recognize the personalities and grow along will Bilbo as he faces new challenges as he learns to deal with life.<br />A good book to read first would be \\""The Power of Myth\\"" by Joseph Campbell. Then you get a clearer picture of why the story progresses as it does.",2005-07-17,0,0,True
275,1856130924,960644313,Jamie at Home - Cook Your Way to the Good Life,N,Y,"Amazing quality of food, pictures and stories","This book is amazing. The food is delicious and easy to make, the pictures and stories troughout the book are just lovely! the book was second-hand, but it's still in great condition. Go buy it and cook for your loved ones",2013-06-10,1,0,True
299,B001D6OKZ6,361884839,lost saison 4,N,Y,Lost - Intégrale saison 4 [Blu-ray],lost saison 4 bâclé à mon avis heureusement qu'il y a 13 episodes. c'est la pire saison de lost les meilleures reste les trois premières. pour cette saison ça ni queue ni tête ça ne reste pas dans l'esprit de la série même si les acteurs actrices jouent très bien heureusement que la 5 et 6 saison s'améliore.,2014-07-25,2,3,False
303,B0002KVEY4,58840195,Misery [Édition Simple],N,Y,,J'adore Stephen King. J'ai lu le livre alors j'ai décidé d'acheter le DVD. Je suis une inconditionnelle de Stephen King.,2013-11-06,2,3,False
306,B00CEZJT2E,137542365,Anker Astro Slim3 6000mAh Ultra-Slim Portable Charger ​External Battery Power Bank with Built-in Micro USB Cable for USB Devices (Black),N,Y,I could not be more pleased at this point,"Really positive first impressions. For a start it feels quality coming out of the pack. It comes with a full charge on it. I tried it by charging up my S3 from 83% to 100% which took no more than 20 mins and it still shows full 4 lights on the device itself, denoting full ish charge remaining.<br />I could not be more pleased at this point.",2014-08-03,1,13,False
317,B0031RS2HC,208059136,"Killing Floor (Jack Reacher, Book 1)",N,Y,ok!,"New to this genre, not too sure if I'll get anymore, and not sure where the hype about this book came from, over complicated plot, yet simple at the same time. Also full of fluffing out with over thoughtful and dressed up thought processes and descriptions!",2014-06-01,1,4,False
318,B007FOH7UU,733612379,Strangeland,N,Y,Eines der besten Alben von Keane ...,"... wenn nicht gar DAS BESTE:.<br />Ich habe mittlerweile jedes Album der britishen Band KEANE, und kann für mich sagen der Kauf hat sich mehr als gelohnt.<br />Ins Ohr gehende Stücke und ansprechende Texte, gepaart mit Tom Chaplins Stimme! Die Experimente der/des  letzten Albums sind vergessen, das hier enthält alles was KEANE ausmacht.<br />Kaufempfehlung!",2013-04-22,0,6,False
321,B00K7ED57Y,314993871,The Children Act,N,Y,As reading should be.,A beautifully written and very touching story.,2015-01-16,1,4,False
322,B00B2QG3K2,819456826,Paramore,N,Y,Was ist denn hier passiert?,"Lange, lange habe ich darauf gewartet und das ist es nun. Das neue Album von Paramore.<br />Nach \\""Monster\\"" hatte ich doch starke Hoffnung darauf, dass die Band ihrem Stil treu bleibt, doch das hier geht ja in eine komplett andere Richtung. Vergeblich suche ich nach Songs wie \\""Crushcrushcrush\\"", \\""Ignorance\\"", \\""Misery Business\\"", \\""Emergency\\"", etc. Anstatt schön rockiger Lieder mit anständigem Inhalt bekommt man hier zum Teil langweilige Popsongs mit lahmen Texten geboten. Alleine wenn ich mir nur \\""Fast In My Car\\"" anhöre kann ich nur fassungslos mit dem Kopf schütteln. Der einzige Song den ich einigermaßen mag ist \\""Part II\\"" und auch ihre Single \\""Now\\"" finde ich nicht so schlecht.<br /><br />Vielleicht sollte ich mir es noch einmal zehn Mal anhören, möglicherweise mag ich es dann lieber. Doch ganz ehrlich, ein gutes Album muss einen schon weghauen wenn man es zum ersten Mal hört und das haben Paramore eindeutig nicht geschafft. Trotzdem hoffe ich leise weiter, dass sie vielleicht doch noch zu ihrem alten Sound zurück kommen, auch wenn ich das bezweifle.<br />Schade.",2013-04-05,0,6,True
333,B008P1EWIM,67489912,Wetter Live - Detaillierte Vorhersagen und Live-Wetterbedingungen,N,Y,Schade...,"Diese App hat mir bisher eigentlich sehr gut gefallen, detaillierte Infos &uuml;ber das Wetter, Luftfeuchte, Regenvorschau, auch sch&ouml;n gemacht die wechselnde Hintergrundanzeige je nach Wetterlage, etc.<br />Leider f&uuml;r mich nun nicht mehr brauchbar, da ich st&auml;ndig 'ne Fehlermeldung bekomme und ich mich irgendwo anmelden muss. Bis dato super, aber nun kommt sie runter.",2015-04-11,0,1,True
342,B00005N6RU,219463060,The Birds [DVD],N,Y,the birds,"I love this oldie how they got the birds to attack people , very good film",2015-04-04,1,3,False
346,B000059GTD,840111210,Gladiator - Edition Collector 2 DVD,N,N,Dans la plus pure tradition ... moderne,"Pas de risque, c'est un péplum, un vrai, comme on n'en faisait plus depuis longtemps. Avec les moyens techniques actuels on pouvait peut-être espérer des effets nouveaux, des sensations inconnues.  Mais tant mieux, on retrouve le plaisir intact sans (impression du moins) décor carton pate ! L'histoire est presque sans surprise mais n'en reste pas moins crédible et intéressante.",2001-04-18,0,3,True
347,B00E3V7R9Y,359966675,"Predator [Édition Limitée ""Tête du Predator"" - Blu-ray 3D/2D + DVD + DVD bonus]",N,N,,tres beau coffret bien fait et le rendu est superbe franchement a ce prix trop content de cette achat depuis le temps,2015-08-24,2,3,False
350,B00F2N3MU0,167905699,Clandestino,N,N,,J'ai découvert cet artiste par ces deux titres &#34;Clandestino&#34; et &#34;Esperenza&#34; que je ne me lasse pas d'écouter. L'ambiance latino est très agréable et entraînante. Elle capte rapidement notre esprit et nous fait vite oublier le quotidien le temps de l'écoute. A consommer sans modération !,2014-08-09,2,3,False
353,B00006690G,927293345,The Eminem Show,N,Y,E&ugrave;inem. Fred.,Super CD de rap. Il n'y a presque que rien de mauvais dans cet album. J'ai entendu des remix excellentes en Hardtek et Hardcore gr&agrave;ce &agrave; ce CD. Pour r&eacute;sumer super album!!!!!.,2015-03-13,2,6,False
379,B00JDXFR6C,162064352,Xscape,N,Y,,ça fait plaisir d'entendre de nouveau le roi de la pop. 1 morceau très bon et 2 très sympa.<br />En téléchargement à 5.99 c'est correct. Je suis ravis de mon achat. Merci Mickael et RIP.,2014-05-30,0,12,False
380,B00BG4RLF6,416731645,Overgrown,N,Y,Simply Soulful,"I love it when a song stops me in my tracks, that's what happened when I first heard Retrograde on Radio 6. The album hasn't disappointed me, as often happens when buying a CD from an unknown artist. James Blake's haunting voice weaves it's way through the songs beautifully, and creates music quite unlike anything else I've ever listened to before. Music that speaks to your soul!",2013-04-10,1,6,True
389,B00004CX9A,566070903,Ransom [DVD] [1997],N,N,Mel Gibson AGAIN,"If it weren't for Mel Gibson's absolutely dreadful acting this would have been quite a good thriller. Sadly Mel Gibson's neurotic, melodramatic style is better suited to Mad Max and Lethal Weapon where there is little need for such subtleties as character and empathy. Rene Russo doesn't inject much realism into her character either unfortunately, but then playing opposite Gibson perhaps it's not altogether surprising.<br />In other respects this was quite an engaging thriller with various twists and turns which keep the viewer watching. When one character almost has his head beaten to a pulp by Gibson - a wealthy business magnate, not a violent character from Lethal Weapon - and is then able to stand and run with hardly a mark on him, it is necessary to suspend belief beyond the call of duty. But otherwise the story line hangs together reasonably well.",2012-06-10,1,3,True
401,B008DNNX6O,921899053,Anastasis,N,N,Je länger die Abstinenz desto größer offensichtlich die Ansprüche...,"...anders kann ich mir nicht erklären, warum die neue Dead Can Dance neben gutem auch relativ viel kritisches Feedback bekommt.<br /><br />Mag sein, dass die Produktion ökonomischer geraten ist als früher, aber an Songs wie Children Of The Sun, Amnesia, Opium, Return Of The She-King und All In Good Time gibts ja nun wirklich nicht viel auszusetzen. Das sind für mich neue DCD-Klassiker.",2012-11-30,0,6,False
405,B00PTB7B34,959579423,Call of Duty®: Heroes,N,Y,sami,Very addictive cool game to have on kindle fire,2015-08-06,1,13,False
413,B00009ZT91,791010761,,N,N,"Charlie's Angels 2, Les Anges se déchaînent","Ce film est simplement épustouflant!!!!<BR>L'intrigue est passionnante à l'extrême, les personnages si drôles et attachants et les effets spéciaux si impressionants, que ce serait une faute de ne pas aller voir ce film et d'en acheter plus tard un DVD!!!<BR>Les actrices sont exceptionnelles et surtout Cameron Diaz, aussi brillante que d'habitude. Ce film est hilarant!!!<BR>ALLEZ LE VOIR D'URGENCE!!!!!!!!!!",2003-06-26,2,1,True
433,B00EAINSSY,77682141,Der Hobbit: Eine unerwartete Reise [Extended Collector's Edition] [3D Blu-ray],N,Y,+++++++++++++++++++++++++++,"Man kann über den Hobbit in seiner Verfilmung kommentiern, was man will - ist ja wie immer jedem selbst überlassen. Das Der Hobbit im Vergleich zum Herr der Ringe natürlich nicht krampfhaft als Dreiteiler enden musste, dürfte man vorher wissen, das gibt der Umfang des Werks auch einfach nicht her, es sei denn, man zieht es in die Länge und kommt mit Figuren und Handlungen daher, die sich so nicht zwingend im Werk finden. Dennoch kann ich das Gemecker an der Filmreihe nicht nachvollziehen, es sind nach wie vor großartige Bilder, die uns präsentiert werden - und warum diese nicht weiter ausschmücken.<br /><br />Natürlich musste dann die Verkaufsindustrie wieder zuschlagen, tolle Steelbooks, tolle Figuren - aber hier hakt es. Warum denn wieder ein Gollum???? Warum  dann später eine Szene mit Fässern auf dem Wasser??? Begeistert den Käufer doch mal wirklich - gebt uns einen ordentlichen Ork im Kampf mit Thorin, gebt uns Beorn, den Gestaltwandler, gebt uns Smaug höchstpersönlich als Figur - und wenn es einfach die Reihe der Zwerge samt Gandalf und Bilbo gewesen wäre, wie sie in einer Kette auf einem Hang entlangmarschieren - aber nicht solche unglaublich abgedroschenen und immer gleichen Sachen!!!!!<br /><br />Ist aber natürlich auch wieder rein subjektiv...",2014-12-10,0,3,True
445,B009CVRQLY,149870638,Loved Me Back To Life,N,Y,Jamais déçue par cette chanteuse,"Je l'écoute en boucle, cet album est génial. J'adore sa modernité, jamais déçue par cette chanteuse internationale. Donne envie de réécouter les anciens albums.",2014-03-05,2,6,False
447,B008B11R1Q,476505489,Coexist,N,N,XX / 20,"Comme nous le savons tous , le cap du second album est un passage souvent crucial pour un groupe.Certains en font les frais ,d'autres mettent a profit un certain savoir et une notoriété acquis a coups de buzzs.Le cas de XX est un petit peu plus complexe que ça.Rappelez-vous cette fin d'année 2009 ou 4 jeunes Anglais bousculent les tabloids et inscrivent Blanc sur Noir \\""L'album de l'année\\"" encensé par les critiques musicaux a l'unison.Reduit a 3 ,le combo repart a l'attaque avec un album ou s'entrechoquent rythmiques et boites a rythmes,désespoir,spleen,et beauté des harmonies vocales chantées a 2.\\""Coexist\\"" comme son nom l'indique est un télescopage de differences influences qui donnent forme et corps a une reverie musicale.Si l'album commence avec l'omniprésence de Romy sur un Angels chanté quasi a cappella,les corps et les tetes se déhanchent sur Chained ,Tides et Swept Away.Our song et Reunion ,quant a elles,traitent de la dissolution amoureuse et font planer un spleen melancolique...Album triste,album automnal,nos 3 XX enfoncent le clou du premier album et apportent ainsi une maturité a un ensemble porté par un vrai groupe...soudé.Il est a peu pres certain que cet opus se retrouve dans le top 10 des albums de fin d'année et on se met a envisager et a fantasmer sur une carrière aussi bien remplie et perenne que Cure.Des titres comme Fiction,et sa basse a la Peter Hook ou Try sont la pour temoigner que la mélancolie portée par une instrumentation osée et maitrisée sont des sources intarissables de jubilation et de plaisir...Ne trouvez-vous pas ,en revanche que le duo Romy et Oliver fait penser en tout point de vue a Siouxie et Steve Severin des Banshees?",2012-09-10,2,6,True
450,B0000C6DWU,495882719,Wás hábén állé blớß mit diésém film??,N,N,Findet Nemo (Special Collection) [2 DVDs],"ich finde diesen film gräßlich... ich habe ihn im kino gesehen und er war einfach nur wirr laut unlustig und gestört... es gab keine einzige minute, wo nicht mindestens 3 leute durcheinander geredet bzw. geschrieen haben.<BR>neben mir saß einmal eine oma mit (warscheinlich ihren enkelkindern) und zwei teenager. ich habe keinen von ihnen mehr als 4 mal lachen gehört.<br />ich empfele keinem diesen film zu kaufen. aber zum ausleihen geht es obwohl ich nicht finde, dass es sich lohnt.",2005-11-11,0,3,True
454,0061177571,954748344,Post Office: A Novel,N,Y,,"Le premier roman de Charles Bukoswki, qui lui fit atteindre la gloire littéraire à cinquante ans après des années d'obscurité et de pauvreté. Largement autobiographique, il raconte l'expérience (plutôt pénible) de l'auteur comme facteur remplaçant puis comme trieur postal pour la poste de Los Angeles dans les années 50-60. Beaucoup d'alcool et de courses de chevaux, et quelques femmes avec qui il n'est que modérément heureux (&#34;j'ai aimé quatre femmes, l'une est morte et les autres sont avec d'autres hommes&#34;, dira-t-il dans Women). Chronologiquement, ce roman suit Factotum (son second roman) et précède Women (son troisième roman). Il est remarquable par sa grossièreté, sa franchise, sa placidité, sa nonchalance, son sens de l'observation et un certain courage devant l'adversité. Court et facile à lire, ce roman est à mon avis une bonne introduction à l'oeuvre de Bukowski.",2015-08-06,0,0,True
463,B000057VK4,646062949,Born to Run [VINYL],N,Y,One of the best albums ever,"From the moment i heard this album i have consistently rated it n my top 5 albums of all time. this is bruce springsteen at his best, not a single filler here and every song is better than many artists best efforts. lyrically springsteen is only surpassed by dylan on this record, with songs like thunder road, meeting across the river and jungleland even rivalling the great poet, whilst born to run is simply an eargasm of feeling and sound. now i have it on vinyl, it sound even better - its not like i'd want to skip and tracks on this! if you haven't already got this, buy it now!!!",2011-10-24,1,6,True
