,product_id,product_parent,product_title,vine,verified_purchase,review_headline,review_body,review_date,marketplace_id,product_category_id,label
207,B005J32Y6Q,694250031,Michael Flatley Returns as Lord of the Dance 3D [Blu-ray 3D + Blu Ray],N,Y,Very Disappointing,"Repetitive, derivative and boring. As much as I like Irish music & dance and was amazed by Riverdance - this show comes nowhere near the magic of the original show of 1995 that Flatley co-starred with Jean Butler.  In fact its far worse - as Flatley seems to project himself as both the hero of the production & the show. He uses the show to portray the `Lord of the Dance' (himself) against a dancing droid that fails to match his skills and that is about as much plot as you will see. In other scenes you also see Flatley repetitively `directing' the dancers with pointing hands as if to emphasise that he is responsible for the choreography and the marvels that the audience are witnessing and he often combines this with looks to the audience in a bid for their recognition.   The dance routines are very well executed but are also repetitive and do not flow from one scene to the next in an engaging or natural way. The almost complete lack of plot of course doesn't help this.  The music also repeats endlessly around a theme of orchestrated Irish folk & rock crossover and there is no relief from this apart from a couple of scenes that also include violin or guitar duos in combination with the orchestrated music. In the original Riverdance - Whelan & Co at least realised the importance of combining Irish dance & music with that of other cultures to show what contrasted with and complemented the Irish cultural theme and that this would make it more interesting to an international audience.  All this follows on from an intro to the show by Flatley in which he claims to have put years of careful planning into the show - when there seems little evidence of this to me.  The 3D production is reasonably well done and does add interest but is not enough to compensate for the overall production or Flatley's overbearing egoism.",2011-12-25,1,3,True
237,B00013M6NK,795014431,Nikon EN-EL5 Alimentation Compact numérique,N,Y,satisfait,article standard sans produit de remplacement<br />ce n'est qu'à l'usage que l'on peut le juger.<br />Rien à dire de plus,2014-02-09,2,18,False
240,B00N5NFO3W,530546487,Downton Abbey : Saison Quatre [Import belge],N,N,à propos de Downton Abbey,Je voudrai avoir les vrais renseignements sur cette série on ne sait vraiment pas ce que l'on achète dommage pour ce site,2015-02-07,2,3,False
253,B00DZL9CJQ,258212292,Pacific Rim - ULTIMATE EDITION DVD + BLU-RAY + BLU-RAY 3D [Ultimate Edition - Blu-ray 3D + Blu-ray + DVD + Copie digitale] [Ultimate Edition - Blu-ray 3D + Blu-ray + DVD + Copie digitale],N,N,"La SF comme on l'aime, le BLURAY qu'on adore!!","Attention les yeux et les oreilles! Le bluray que vous allez ou tenez entre les mains est certainement le meilleur jamais sorti. Une image 2D colorée et à la profondeur de champ vertigineuse, on ne revient sur terre que longtemps après. La vf hdma, la vo AUSSI en hdma, rare pour le préciser surtout venant de la warner.<br />Mais cela n'est rien à côté la version 3D qui surpasse en qualité celle du TITANIC déjà énorme. N'ayons pas peur de le dire, voilas la galette bleue qui fait à elle seule fait honneur à nos chères installations home cinéma. Celle-ci servant un film exceptionnel du géniale Guillermo Del Toro!",2013-11-22,2,3,False
264,B004QPOVE6,335015988,AC/DC - Live at River Plate [Blu-ray],N,Y,Un BEST !!,"Amoureux ou pas d'ACDC, on ne peut qu'être &eacute;merveill&eacute; par la r&eacute;alisation - et le concert - de ce groupe mytique qui sait d&eacute;chaîner des dizaines de milliers de spectateurs. Avec le &#34;No Bull&#34; de Madrid, c'est certainement le live le plus fantastique que j'ai pu voir !",2013-08-03,2,3,False
267,B006MGB31Q,29636221,Alien Anthology [Blu-ray] [UK Import],N,Y,blu-ray bewertung!,"ich bewerte hier nur die qualität der blu-ray´s und nicht die filme.<br />die filme sind top, dass weis ja jeder.<br />warum kauft man sich filme auf blu-ray?<br />wegen dem hd-bild und dem hd-ton.....<br />und die ausrede, dass die ersten teile ja alt sind und nicht mehr hergeben, lass ich so nicht gelten.<br />es gibt genug alte filme ( zb et  ), die mit viel liebe aufgearbeitet worden sind und einen hd-ton bekommen haben.<br />und alien hätte das auch verdient...!!!",2013-02-27,0,3,True
279,B007YXLDIY,713467382,LIVING THINGS,N,Y,I love it,I love this album. I listen every day Linkin Park is the best in the world. I love it. Great CD.,2013-02-09,1,6,False
293,B002RSH2QI,450932323,The Very Best of Enya,N,N,Toole Musik,Ich höre Enya immer nebenher bei der Arbeit oder am Abend. Die Musik ist sehr dezent und sehr melodiös. Ein richtiger Hörgenuss. Eine tolle Sängerin und tolle Lieder. Tool ist auch der Service von Amazon immer und überall auf dem Server von Amazon die Musik herunterzuladen oder auch nur anzuhören.,2014-08-26,0,6,False
294,4883191036,270221809,Minna no Nihongo: Bk. 2,N,Y,Parfait!,"Un très bon service! Reçu rapidement sachant que ca vient du Japon. J'aime beaucoup le méthode de cette série de livre. Pour les débutants il faut acheter le petit volume grammaire et traduction en version française. C'est dans ce volume que vous avez les traductions, le vocabulaire de tous les chapitres. Je suis ravis de cet achat!",2015-01-11,2,15,False
300,B000I2IZPC,512400821,Dracula [DVD],N,N,Miserable misfire,"Stoker evoked the Count as a putrid parasite struggling to hide his stink of sour blood and living death, whereas Langella reduces monster to simpering seducer whose corny posturings wouldn't fool a featherbrain.  Silly sub-Hammer climax has old Drac going off like a faulty firework...alas, all's stagey, stodgy and - like the film's colour - incurably anaemic.",2010-10-15,1,3,True
301,B007MD2RHC,297108180,Illusions [Import allemand],N,Y,Illusions,Album formidable et envoutant. Musique relaxante pour déstresser en toute sérénité après une longue journée de travail.<br />Un très bel album,2013-03-29,0,6,False
305,0349117543,649794517,Shantaram,N,N,a tedious tale on an epic scale,"ok, i'll come clean straight away. i'm writing this review after only completing 120 pages. Highly recommended by a friend and after only reading the positive reviews decided to go for it. In these 120 pages a lot of characters are introduced and there's lot of description of Mumbai. I can't get interested in any of the characters, least of all the narrator.Even \\""the most beautiful woman\\"" that he's ever seen fails to wake me up! I get no sense of Mumbai, the smells, the noise, the overcrowding etc, it just doesn't come alive for me.  Perhaps if I'd picked it up in an Indian backpackers hotel 30 years ago when I spent 6 months there it might have worked for me but I doubt it.I think Roberts must think he has produced a great work of literature. No chance. What he has come up with is an overblown, pretentious and boring tale, And if he hasn't read Alex Garland's the Beach,(now there's a good yarn) then he needs to!",2011-01-03,1,0,True
316,B000ND7ULG,205026246,Ein gutes Jahr,N,N,Gähn!,"Meiner Meinung nach hatte dieser Film wirklich nichts besonderes, außer den Landschaftsaufnahmen vielleicht. Ich kann die Begeisterung der anderen Rezensenten nicht nachempfinden. Für mich ist ein Film gut, wenn er das Herz berührt, die Charaktäre so lebensnah und sympathisch sind, das man sich mit ihnen identifizieren und mitfühlen kann. Die Darsteller kamen jedoch nur relativ blass daher, auch an Humor hat es mir gefehlt oder einer erfrischenden Liebesgeschichte. <br />In Kurzzusammenfassung: Großstadtyuppie und Workaholic aus London erbt ein Winzergut von seinem Onkel in der Provence. Er fährt dorthin um es gewinnbringend zu verschachern. Doch dies gestaltet sich schwieriger als gedacht, da er Probleme mit den Hausangestellten bekommt, sich eine uneheliche Tochter seines Onkels einmischt, er in alten Kindheitserinnerungen schwelgt und sich zudem noch in eine Bewohnerin des Dorfes verliebt. <br />Die erste halbe Stunde das Films fand ich total langweilig, dann wurde es ein wenig spannender, aber ich fühlte mich zu keiner Zeit wirklich gut unterhalten. Die großartige Wandlung des Hauptdarstellers vollzieht sich erst ganz am Ende und fällt etwas dürftig an Erklärungen aus. <br />Und was ist eigentlich aus dem teuren und guten Wein geworden, von dem keiner wusste woher er stammt? Naja, den Rest muss man sich wohl selber denken...",2007-06-02,0,3,True
357,B00505QASQ,170719817,Tinker Tailor Soldier Spy [DVD] [2011],N,Y,Great Film for those who haven't read the book,"As stated, if you haven't read the book this film will immerse you into the story. However with all adaptations I found there were some aspects which didn't quite live up to the story you built in your head while reading the book.",2013-03-07,1,3,False
362,B008HFH5DA,169791471,Game of Thrones (Le Trône de Fer) - Saison 1,N,N,Dans l'attente insupportable de la saison 2,"En ayant entendu que du bien j'ai trouvé le premier épisode long voir ennuyeux. En fait ils posent tous les personnages et les intrigues. Le deuxième permet de rentrer un peu plus dans l'histoire. À partir du troisième on devient accroc et les épisodes défilent trop vite.<br />J'ai précommandé la saison 2 qui arrive le 1er mars... J'ai hâte.<br />Le pouvoir, les intrigues mais mêles à la SF, du jamais vu!! Certaines scènes sont crues tant en violence qu'en sexe et demandent un public averti.",2013-02-04,2,3,True
368,B00TXZM29U,990221805,Last of Our Kind,N,Y,un très bon album !!,"l'album est très bon, la production très typée ne tombe pas dans les travers de la prod actuelle, le son respire et ne sent pas le plastique. je recommande!!!",2015-08-31,2,6,False
374,B00D0DER1M,684566292,Le Livre de la jungle [Pack Blu-ray+],N,Y,Bien,"Très bon dessin animé, les Disney sont vraiment formidable pour les enfants<br />Très bon produit et bon emballage.<br />Mes filles adorent",2014-07-29,2,3,False
384,B008CP6RWU,924322502,Journey Collector's Edition (Flower/Flow/Journey) - [PlayStation 3],N,Y,Öffne deinen Horizont und geh auf die REISE,"Was erwarten wir heutzutage von Spielen. Eine gute Story, gute Charaktere, offene große Spielwelt und jede menge Features und Möglichkeiten. Und natürlich die Atmosphäre und die dazugehörige Grafik. Wir nehmen mal diese 7 Schwerpunkte und sehen uns nur 2 für das Spiel davon an. hmmm was bleibt da ....genau die Atmosphäre und die Grafik. Den davon bekommen die Jungs von thatgamecompany nicht genug und ich will erklären warum das so gut ist.<br /><br />In einer Zeit wo man überschüttet wird mit kostspieligen Games. Die nach 2 maligen durchzocken doch ersteinmal in der ecke landen, ist es schön zu sehen das die Einfachheit, liebe und die Kunst Hand in Hand gehen können. Das am 15. Mai 2006 in Los  Angeles gegründete Gamestudio ThatGameCompany hat sich genau das zum Ziel gesetzt. Und genau wie in Journey ist es eine weite Reise bis hier hin gewesen.<br /><br />Alle drei Spiele sind eine art Reise. Aber wohin?... .<br /><br />In Flower geht man in einer tristen grauen Welt auf die Reise um mit Blüten die Welt schöner und bunter zu gestallten. Dabei steuert ihr dutzende von Blüten über die wiesen und müsst andere Blumen berühren um einen Effekt auszulösen der die Welt bunter und grüner werden lässt. Faszinierend ist diese Einfachheit und Schönheit die dieses Spiel auf den Bildschirm zaubert.<br /><br />In Flow steuert mann eine fress begierige Zelle die alles verschlingt was ihr in den weg kommt. Erinnert mich ein wenig an Spore da begann es auch so. Mann erhält zum Schluss jeder Etappe neue kleine Fähigkeiten. Die das alles noch etwas lustiger gestallten. An sich sehr nettes kleines Spiel für zwischen durch und wunderschön.<br /><br />Journey: (..und wenn diese Reise etwas länger dauert damit wir etwas tun können an das wir alle glauben, dann wüsste ich keinen Ort an dem ich lieber wäre und ich wüsste niemanden mit dem ich lieber dort wäre..)<br />Das war der erste Satz der mir durch mein kleines Gehirn schoss als ich Journey zum zweitenmal startete. Wer seid ihr? Woher kommt ihr? Wohin müsst ihr? Und was zum Kuckuck macht ihr mitten in der wüste ganz allein? Das alles ist nicht wichtig, ihr steigt den Sandhügel hinauf und plötzlich erscheint ein Berg in weiter ferne und nun ist es wohl klar. Zum Berg. ähh ja, hallo irgendwelche weg hinweise, wie jetzt?.. keine Karte..hmm ok. Aber ein Interface. Nein, auch nicht.<br /><br />Und wenn ihr jetzt noch nach der Lebens anzeige sucht dann habt ihr keine Ahnung was dieses Spiel eigentlich ist. Es ist schlicht und weg die wunderschönste Reise an die ihr euch je erinnern werdet. Das Spiel erzählt eine kleine aber feine Geschichte von einem Wesen das auf eine Reise ging. Und was es da alles so erlebt das müsst ihr selbst ergründen. Ich kann ja schließlich nicht alles verraten. Das Wesen steuert ihr mit dem linken stick, die Sicht verändert ihr entweder mit dem rechten Stick oder mit SIXAXIS. Die Landschaften sind wunderschön und relativ weit. Es gibt viele Ruinen und Denkmäler. Kleine Reliefs erzählen ein Stück von der Geschichte. Kleine Teppich fetzen dienen euch als Aufladung für euren Schal den ihr nach und nach länger machen könnt um höher und weiter zu fliegen. Mit einem Ton schreit euer Wesen kleine Stofffetzen zu sich um seinen Schal aufzuladen und um noch weiter zu fliegen. Aber ihr könnt auch andere Mitspieler mit dem Ton anlocken. Ja ganz recht. Wenn ihr mit dem i-Net verbunden seit und ihr einen großen Schrei ausstößt. Lädt das Spiel automatisch einen beliebigen Mitspieler ein. Der sieht genau so aus wie ihr und ihr könnt euch nur mit Hilfe dieser töne verständigen.<br />Zum Ende des Spiels werden die Game-account Namen angezeigt. Die mit euch gespielt haben. Das kann 1 sein oder auch 6 oder mehr. Je nach dem wie das System gewürfelt hat. Oder welche offline gegangen sind. Und dadurch ersetzt werden mussten. Das ergibt ein sehr merkwürdiges Gefühl. Ein schönes aber auch trauriges wenn man bemerkt das man sich aus denAugen verloren hat. Um so größer die Freude des Wiedersehens. Journey lebt von seiner Einfachheit seiner Schönheit und liebe für die Kunst in Spielen. Noch nie flossen mir in einem Spiel Freudentränen die Wangen hinunter. Was ThatGameCompany hier erschaffen hat ist lebendige Kunst in seiner schönsten Form. Noch nie sah Sand so schön aus wie in diesem Spiel. Noch nie hatte ich das Gefühl von Poesie auf den Lippen. Noch nie hat mich ein Spiel so befangen wie dieses. Journey spielt mit den Gefühlen wie wir im Winter mit Schneebällen. Gerade noch Sonnenschein und schöner heller Sand, dann dunkel und verlassen. Was mann hier geboten bekommt ist eine Reise zu sich selbst. Perfekte Entspannung nicht zuletzt durch den sich anpassenden Soundtrack.<br /><br />Die Entwickler beweisen eindrucksvoll das Albert Einstein recht hatte als er schrieb. Fantasie ist wichtiger als Wissen den Wissen ist begrenzt. Und endlich ein Spiel das dem mehr als gerecht wird. Ich würde mich wahnsinnig auf eine Fortsetzung freuen. Und ich hoffe das andere Entwickler sich auch daran versuchen etwas einfaches und wunderschönes zu erschaffen das nicht unmengen an Zeit und Geld stiehlt. Sondern einfach dazu da ist um ein lächeln auf das Gesicht zu zaubern. Thank you guys. Danke.",2013-06-01,0,20,True
386,B0000DZ8YF,501654092,La Chute du faucon noir [Édition Single],N,Y,A voir et revoir si on aime le genre...,"Pour ceux qui aiment les films de guerre moderne à l'américaine, ce film est à ne pas rater ! Ca défouraille de partout, les scènes d'hélico sont bluffantes, ça va à 100 à l'heure, on ne s'ennuie pas !",2011-11-09,2,1,False
391,B00DHJT59I,669949894,The Book Thief [DVD] [2013],N,Y,Absolutely loved this film have watched it over and over again,"Absolutely loved this film have watched it over and over again, like the book it keeps you hooked, draws you right into the story. Didn't want it to end there.",2014-07-29,1,3,False
395,006017322X,994527755,To Kill a Mockingbird,N,N,Á tớúching pớrtráit,"I loved this book, both for it's appeal as a tale of what it was like to be a child and for its portrayal of how ordinary people can be sucked into the abyss of racism.",1999-12-01,0,0,False
402,B00A80SHFM,752548767,Les Misérables: Highlights From The Motion Picture Soundtrack,N,Y,les miserables,great music to listyen to and sing along too I would recommend it to everyone and I don't normallydo that,2014-03-24,1,6,True
404,B00E0F9J44,212511446,The Changing Lights,N,Y,super cool jazz,"je connaissais pas du tout cette femme du jazz , jazzy , c'est doux et cela peut vous faire connaitre ce monde parallèle au rock indé",2014-07-06,2,6,False
412,B003757VV6,638137637,Street Hawk: The Complete Series [DVD] [UK Import],N,N,Ewig drauf gewartet !!! Endlich ist es soweit !!,"Seit 2001 warte ich auf diese DVD Box, ich hoffe das Bild und der Ton liegen in dann in einer guten Quälität vor.So alt ist die Serie ja auch nicht.  Wenn man sich Mühe gibt, kann man auf jeden Fall eine zufriedend stellende Qualität liefern, sowie bei einigen anderen Serien aus der Zeit auch.  Das beste wäre eine Veröffentlichung der Serie auf Blu Ray, komplett remastered, aber das ist wohl zu teuer.Bin erstmal dankbar für die DVD Box.    Die Serie umfasst 13 Episoden, es spielen Gaststars wie Christopher Lloyd, Robert Beltran aus Voyager oder George Clooney mit. Der Soundtrack stammt von der deutschen Gruppe Tangerine Dream und ist für mich das Highlight der Serie, die beiden Hauptdarsteller spielen ihre Rollen auch sehr überzeugend.    Dies ist die UK Version also ohne deutschen Ton, díe deutsche Box wird wohl später auch noch erscheinen. Die 5 Sterne beziehen sich auf die Serie selbst, besonders auf den Soundtrack, noch nicht auf die endgültige DVD Box und deren technische Umsetzung.  Freue mich sehr darauf !!",2010-02-16,0,3,True
